id,added_on_year,type,bedrooms,bathrooms,town,price
469,2024,Detached Duplex,5,7.0,Apo,800000000.0
470,2023,Detached Duplex,6,7.0,Guzape District,2000000000.0
471,2025,Flat / Apartment,2,2.0,Life Camp,60000000.0
472,2025,Detached Duplex,7,7.0,Guzape District,1700000000.0
473,2025,Terraced Duplex,4,4.0,Life Camp,135000000.0
474,2025,Detached Duplex,5,5.0,Galadimawa,420000000.0
475,2025,Detached Duplex,5,5.0,Kado,315000000.0
476,2025,Detached Duplex,5,5.0,Idu Industrial,265000000.0
477,2025,Detached Duplex,5,5.0,Idu Industrial,330000000.0
478,2025,Terraced Duplex,4,4.0,Idu Industrial,110000000.0
479,2025,Detached Duplex,6,6.0,Guzape District,1500000000.0
480,2025,Terraced Duplex,4,4.0,Wuye,230000000.0
481,2025,Terraced Duplex,4,5.0,Life Camp,150000000.0
482,2025,Detached Duplex,5,5.0,Galadimawa,430000000.0
483,2025,Detached Duplex,8,10.0,Maitama District,8000000000.0
484,2025,Detached Duplex,5,6.0,Asokoro District,1000000000.0
486,2025,Detached Duplex,6,6.0,Kado,1200000000.0
487,2025,Detached Duplex,5,5.0,Asokoro District,1700000000.0
488,2025,Detached Duplex,4,4.0,Jabi,260000000.0
489,2024,Detached Duplex,7,7.0,Maitama District,2200000000.0
490,2024,Detached Duplex,6,6.0,Gaduwa,200000000.0
491,2025,Terraced Duplex,3,3.0,Jabi,125000000.0
492,2025,Terraced Duplex,5,5.0,Kado,315000000.0
493,2025,Terraced Duplex,4,4.0,Jahi,175000000.0
494,2025,Terraced Duplex,4,4.0,Jahi,200000000.0
495,2025,Terraced Duplex,4,4.0,Jahi,300000000.0
496,2025,Detached Duplex,4,4.0,Mabushi,450000000.0
497,2025,Detached Duplex,4,4.0,Galadimawa,320000000.0
498,2025,Terraced Duplex,4,5.0,Wuse,550000000.0
499,2025,Flat / Apartment,3,4.0,Katampe,75000000.0
500,2025,Terraced Duplex,4,4.0,Gaduwa,110000000.0
501,2025,Flat / Apartment,3,4.0,Karmo,58000000.0
502,2025,Detached Duplex,4,5.0,Jabi,270000000.0
503,2024,Detached Bungalow,2,2.0,Kuje,50000000.0
504,2025,Terraced Duplex,3,4.0,Life Camp,165000000.0
505,2024,Detached Duplex,4,4.0,Kaura,900000000.0
506,2025,House,4,4.0,Kyami,110000000.0
507,2025,Detached Duplex,4,5.0,Wuye,250000000.0
508,2025,Terraced Duplex,5,5.0,Maitama District,400000000.0
509,2025,Detached Duplex,4,5.0,Guzape District,370000000.0
510,2025,House,4,4.0,Kyami,110000000.0
511,2025,Detached Duplex,5,5.0,Katampe,159000000.0
512,2025,Detached Duplex,6,7.0,Kado,900000000.0
513,2025,Detached Duplex,6,7.0,Kado,850000000.0
514,2025,Detached Duplex,6,6.0,Gwarinpa,480000000.0
515,2025,Detached Duplex,6,6.0,Kado,850000000.0
516,2025,Terraced Duplex,4,4.0,Life Camp,300000000.0
517,2025,Flat / Apartment,3,3.0,Maitama District,350000000.0
518,2025,Detached Duplex,4,4.0,Kado,550000000.0
519,2025,Terraced Duplex,5,5.0,Jahi,17500000.0
520,2025,Terraced Duplex,4,4.0,Life Camp,140000000.0
521,2025,Flat / Apartment,2,3.0,Gwarinpa,65000000.0
522,2025,Terraced Duplex,4,4.0,Life Camp,300000000.0
523,2024,Detached Bungalow,3,3.0,Karsana,75000000.0
525,2025,Flat / Apartment,2,3.0,Gwarinpa,65000000.0
526,2025,Detached Duplex,5,5.0,Life Camp,300000000.0
527,2025,Detached Duplex,5,5.0,Karsana,330000000.0
528,2024,Detached Bungalow,3,3.0,Lugbe District,55000000.0
529,2024,Detached Bungalow,3,4.0,Kyami,22000000.0
530,2025,Detached Bungalow,4,4.0,Zuba,23000000.0
531,2025,Detached Duplex,4,5.0,Kado,550000000.0
532,2025,Detached Duplex,6,7.0,Kado,850000000.0
533,2025,Detached Duplex,5,5.0,Idu Industrial,200000000.0
534,2025,Flat / Apartment,3,3.0,Mabushi,150000000.0
535,2025,Flat / Apartment,3,3.0,Maitama District,320000000.0
536,2025,Flat / Apartment,2,2.0,Jahi,135000000.0
537,2025,Terraced Duplex,4,4.0,Jahi,300000000.0
538,2025,Flat / Apartment,2,2.0,Jahi,135000000.0
540,2025,Detached Duplex,4,4.0,Lugbe District,140000000.0
541,2025,Detached Duplex,6,8.0,Jahi,850000000.0
542,2025,Detached Duplex,5,7.0,Jahi,550000000.0
543,2024,Terraced Duplex,4,4.0,Durumi,150000000.0
544,2024,Detached Duplex,5,5.0,Lokogoma District,120000000.0
545,2024,Detached Duplex,5,5.0,Kukwaba,210000000.0
546,2025,Flat / Apartment,3,3.0,Maitama District,320000000.0
547,2025,Detached Duplex,5,6.0,Gwarinpa,250000000.0
548,2025,Flat / Apartment,3,4.0,Life Camp,95000000.0
549,2025,Detached Duplex,4,5.0,Guzape District,500000000.0
550,2025,Detached Duplex,5,6.0,Guzape District,750000000.0
551,2025,Terraced Duplex,3,3.0,Life Camp,55000000.0
552,2025,Flat / Apartment,2,2.0,Jahi,135000000.0
553,2025,Detached Duplex,5,5.0,Mabushi,190000000.0
554,2025,Detached Duplex,5,5.0,Gwarinpa,400000000.0
555,2025,Terraced Duplex,4,5.0,Durumi,220000000.0
556,2025,Detached Duplex,7,8.0,Guzape District,1800000000.0
557,2024,Terraced Duplex,3,3.0,Life Camp,150000000.0
558,2024,Terraced Duplex,4,4.0,Life Camp,130000000.0
559,2025,Flat / Apartment,3,3.0,Lugbe District,40000000.0
560,2025,Detached Bungalow,3,3.0,Kubwa,65000000.0
561,2025,Detached Duplex,5,5.0,Apo,210000000.0
562,2025,Terraced Duplex,4,4.0,Wuye,280000000.0
563,2025,Flat / Apartment,2,2.0,Kaura,65000000.0
564,2025,Terraced Duplex,4,5.0,Life Camp,270000000.0
565,2025,Detached Duplex,5,5.0,Asokoro District,4000000000.0
566,2025,Detached Duplex,7,8.0,Asokoro District,1900000000.0
567,2025,Terraced Duplex,3,4.0,Garki,170000000.0
568,2024,Detached Bungalow,3,5.0,Lokogoma District,85000000.0
569,2025,Detached Bungalow,4,5.0,Galadimawa,100000000.0
570,2025,Terraced Duplex,4,4.0,Jahi,320000000.0
571,2025,Terraced Duplex,4,5.0,Life Camp,100000000.0
572,2024,Detached Duplex,5,6.0,Karsana,300000000.0
573,2025,Flat / Apartment,2,2.0,Jahi,135000000.0
574,2024,Terraced Duplex,4,5.0,Guzape District,225000000.0
575,2024,Terraced Duplex,4,5.0,Durumi,200000000.0
576,2024,Detached Duplex,4,4.0,Guzape District,2700000000.0
577,2024,Detached Bungalow,3,3.0,Lokogoma District,155000000.0
578,2024,Terraced Duplex,4,4.0,Gaduwa,200000000.0
579,2025,Detached Duplex,6,7.0,Maitama District,3300000000.0
580,2025,Detached Duplex,6,7.0,Maitama District,3000000000.0
581,2024,Detached Duplex,7,8.0,Guzape District,2700000000.0
582,2025,Terraced Duplex,4,4.0,Jahi,300000000.0
583,2025,Detached Duplex,7,8.0,Maitama District,3000000000.0
584,2025,Detached Duplex,7,8.0,Maitama District,4500000000.0
585,2025,Terraced Duplex,4,4.0,Gwarinpa,180000000.0
587,2025,Detached Duplex,4,4.0,Gwarinpa,200000000.0
589,2025,Detached Duplex,6,7.0,Maitama District,3000000000.0
590,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
591,2024,Terraced Duplex,4,5.0,Jahi,280000000.0
592,2024,Detached Duplex,7,8.0,Gwarinpa,650000000.0
593,2024,Detached Duplex,4,5.0,Jahi,375000000.0
594,2024,Terraced Duplex,4,5.0,Life Camp,160000000.0
595,2025,Terraced Duplex,3,4.0,Maitama District,55000000.0
596,2024,Detached Duplex,5,6.0,Life Camp,250000000.0
597,2024,Detached Duplex,4,5.0,Gwarinpa,200000000.0
598,2024,Detached Duplex,5,5.0,Karsana,420000000.0
599,2025,House,5,5.0,Guzape District,850000000.0
600,2025,Detached Duplex,5,6.0,Guzape District,700000000.0
601,2024,Detached Duplex,9,10.0,Katampe,2000000000.0
602,2024,Terraced Duplex,4,4.0,Apo,135000000.0
604,2025,Detached Duplex,4,5.0,Lugbe District,100000000.0
605,2024,Detached Duplex,5,5.0,Gudu,350000000.0
606,2024,Flat / Apartment,3,3.0,Katampe,150000000.0
607,2025,Detached Duplex,6,6.0,Asokoro District,300000000.0
609,2025,Detached Duplex,5,9.0,Kado,750000000.0
610,2025,Terraced Duplex,4,5.0,Galadimawa,140000000.0
611,2025,Terraced Duplex,4,4.0,Durumi,170000000.0
612,2025,Detached Duplex,5,6.0,Jahi,300000000.0
613,2025,Terraced Duplex,4,5.0,Apo,1000000000.0
614,2025,Flat / Apartment,2,3.0,Katampe,60000000.0
615,2025,Terraced Duplex,4,5.0,Gaduwa,150000000.0
616,2024,Terraced Duplex,4,4.0,Lokogoma District,180000000.0
617,2024,Detached Duplex,4,4.0,Lokogoma District,350000000.0
618,2025,Detached Duplex,4,4.0,Galadimawa,300000000.0
619,2025,Detached Duplex,6,6.0,Jahi,560000000.0
620,2025,Flat / Apartment,3,3.0,Mabushi,145000000.0
621,2025,Detached Duplex,7,7.0,Asokoro District,1800000000.0
622,2025,Detached Duplex,5,5.0,Jabi,250000000.0
623,2025,Detached Duplex,4,4.0,Idu Industrial,270000000.0
624,2025,Terraced Duplex,3,3.0,Jabi,130000000.0
625,2025,Detached Duplex,4,4.0,Durumi,130000000.0
626,2025,Detached Duplex,5,5.0,Katampe,600000000.0
627,2024,Flat / Apartment,3,3.0,Guzape District,15000000000.0
628,2025,Flat / Apartment,2,3.0,Idu Industrial,60000000.0
629,2025,Detached Duplex,6,6.0,Maitama District,2500000000.0
630,2025,Terraced Duplex,4,4.0,Gaduwa,120000000.0
631,2025,Detached Duplex,4,5.0,Gwarinpa,230000000.0
632,2025,Detached Duplex,5,6.0,Lugbe District,220000000.0
633,2025,Detached Duplex,7,7.0,Guzape District,1700000000.0
634,2025,Detached Bungalow,3,4.0,Galadimawa,140000000.0
635,2025,Detached Duplex,4,6.0,Kubwa,120000000.0
636,2025,House,4,5.0,Guzape District,300000000.0
637,2025,Flat / Apartment,3,3.0,Idu Industrial,58000000.0
638,2025,Terraced Duplex,3,3.0,Life Camp,160000000.0
639,2025,Terraced Duplex,5,5.0,Wuse,320000000.0
640,2025,Detached Duplex,7,7.0,Asokoro District,1700000000.0
641,2025,Detached Duplex,5,5.0,Guzape District,600000000.0
642,2025,House,4,4.0,Jabi,270000000.0
643,2025,Detached Duplex,7,7.0,Asokoro District,5000000000.0
644,2025,Terraced Duplex,4,4.0,Wuse 2,450000000.0
645,2025,Detached Duplex,4,5.0,Galadimawa,250000000.0
646,2025,Terraced Duplex,4,4.0,Katampe,220000.0
647,2025,Flat / Apartment,3,4.0,Jahi,120000000.0
648,2025,Detached Duplex,6,6.0,Kukwaba,650000000.0
649,2025,Terraced Duplex,4,4.0,Life Camp,180000000.0
650,2025,Detached Bungalow,3,3.0,Galadimawa,95000000.0
651,2025,Flat / Apartment,3,3.0,Kaura,56000000.0
652,2024,Terraced Duplex,4,4.0,Karmo,125000000.0
653,2025,Detached Duplex,5,5.0,Karmo,155000000.0
654,2025,Detached Duplex,5,5.0,Karmo,265000000.0
655,2025,Terraced Duplex,4,4.0,Durumi,200000000.0
657,2025,Flat / Apartment,4,4.0,Kaura,110000000.0
658,2024,Flat / Apartment,2,3.0,Mabushi,130000000.0
659,2025,Terraced Duplex,4,4.0,Mbora (Nbora),250000000.0
660,2025,Detached Bungalow,3,4.0,Idu Industrial,21000000.0
661,2025,Detached Duplex,6,6.0,Katampe,1100000000.0
662,2025,Terraced Duplex,4,4.0,Jabi,300000000.0
663,2025,Terraced Duplex,4,4.0,Life Camp,250000000.0
664,2025,Detached Duplex,4,4.0,Wuse,470000000.0
665,2025,Flat / Apartment,2,2.0,Lugbe District,75000000.0
666,2024,Flat / Apartment,3,3.0,Karu,55000000.0
667,2024,Flat / Apartment,2,3.0,Kubwa,200000000.0
668,2024,Detached Duplex,6,6.0,Guzape District,900000000.0
669,2024,Flat / Apartment,2,2.0,Lugbe District,60000000.0
670,2025,Terraced Duplex,4,4.0,Jabi,300000000.0
671,2025,Detached Bungalow,3,3.0,Lugbe District,50000000.0
672,2025,Detached Duplex,5,5.0,Life Camp,450000000.0
673,2025,Detached Duplex,4,4.0,Lugbe District,250000000.0
674,2025,Detached Duplex,5,5.0,Life Camp,450000000.0
675,2024,Terraced Duplex,4,4.0,Gwarinpa,170000000.0
676,2024,Detached Duplex,5,5.0,Katampe,350000000.0
677,2024,Terraced Duplex,4,4.0,Mabushi,230000000.0
678,2024,Detached Duplex,6,6.0,Katampe,1100000000.0
679,2024,Detached Duplex,5,5.0,Katampe,650000000.0
680,2024,Flat / Apartment,2,2.0,Katampe,220000000.0
681,2024,Flat / Apartment,3,3.0,Katampe,255000000.0
682,2024,Terraced Duplex,2,2.0,Lokogoma District,80000000.0
683,2024,Flat / Apartment,3,3.0,Life Camp,65000000.0
684,2024,Detached Duplex,7,7.0,Asokoro District,1500000000.0
685,2024,Detached Duplex,4,4.0,Lugbe District,200000000.0
686,2024,Detached Duplex,4,4.0,Asokoro District,1000000000.0
687,2024,Terraced Duplex,4,4.0,Lugbe District,135000000.0
688,2024,Terraced Duplex,4,4.0,Life Camp,180000000.0
689,2025,Detached Duplex,5,7.0,Wuye,600000000.0
690,2024,Detached Duplex,5,7.0,Jabi,315000000.0
691,2025,Detached Duplex,5,7.0,Jabi,330000000.0
692,2025,Detached Bungalow,2,3.0,Garki,120000000.0
693,2025,Terraced Duplex,4,5.0,Katampe,500000000.0
694,2024,Detached Duplex,6,8.0,Katampe,1200000000.0
695,2024,Detached Duplex,5,7.0,Garki,350000000.0
696,2025,Flat / Apartment,3,3.0,Mabushi,150000000.0
697,2025,Terraced Duplex,4,4.0,Guzape District,2000000000.0
698,2025,Detached Duplex,4,5.0,Asokoro District,400000000.0
699,2025,Detached Duplex,5,6.0,Asokoro District,500000000.0
700,2025,Detached Duplex,3,4.0,Asokoro District,220000000.0
701,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
702,2025,Flat / Apartment,2,2.0,Gwarinpa,65000000.0
703,2025,Terraced Duplex,4,4.0,Gwarinpa,200000000.0
704,2025,Terraced Duplex,4,4.0,Life Camp,180000000.0
705,2025,Terraced Duplex,4,4.0,Guzape District,2000000000.0
706,2025,Flat / Apartment,2,2.0,Jabi,80000000.0
708,2025,Flat / Apartment,3,3.0,Wuye,110000000.0
709,2025,Detached Duplex,5,5.0,Galadimawa,410000000.0
710,2025,Flat / Apartment,2,2.0,Jahi,120000000.0
711,2025,Terraced Duplex,4,4.0,Wuse 2,450000000.0
712,2025,Detached Duplex,6,6.0,Jahi,560000000.0
713,2025,Terraced Duplex,4,4.0,Guzape District,2000000000.0
714,2025,Detached Duplex,6,6.0,Jahi,560000000.0
715,2024,Flat / Apartment,3,3.0,Jahi,100000000.0
716,2024,Terraced Duplex,4,4.0,Jahi,305000000.0
717,2024,Flat / Apartment,3,4.0,Kaura,70000000.0
718,2025,Detached Duplex,4,4.0,Katampe,600000000.0
719,2025,Detached Duplex,5,5.0,Lugbe District,40000000.0
720,2025,Terraced Duplex,4,4.0,Galadimawa,145000000.0
722,2025,Terraced Duplex,3,3.0,Life Camp,150000000.0
723,2025,Detached Duplex,4,4.0,Lugbe District,120000000.0
724,2024,Flat / Apartment,3,3.0,Maitama District,300000000.0
725,2024,Detached Duplex,5,5.0,Wuye,600000000.0
726,2023,Flat / Apartment,3,4.0,Guzape District,120000000.0
727,2025,Flat / Apartment,2,2.0,Jahi,60000000.0
728,2025,Detached Duplex,5,7.0,Jabi,265000000.0
729,2024,Detached Duplex,4,5.0,Lugbe District,60000000.0
730,2025,House,6,6.0,Guzape District,2500000000.0
731,2024,Detached Duplex,5,5.0,Utako,600000000.0
732,2024,Flat / Apartment,2,2.0,Maitama District,150000000.0
733,2025,Detached Duplex,5,7.0,Kaura,410000000.0
734,2025,Flat / Apartment,2,2.0,Gwarinpa,65000000.0
735,2024,Detached Duplex,4,4.0,Durumi,350000000.0
736,2025,Detached Duplex,7,9.0,Gwarinpa,800000000.0
737,2025,Detached Duplex,6,7.0,Life Camp,170000000.0
738,2025,Detached Duplex,4,4.0,Lugbe District,235000000.0
739,2024,Terraced Duplex,4,4.0,Jahi,150000000.0
740,2024,Terraced Duplex,4,3.0,Wuye,250000000.0
741,2025,Terraced Duplex,4,4.0,Apo,120000000.0
742,2025,House,4,4.0,Wuse,480000000.0
743,2025,Flat / Apartment,3,3.0,Lugbe District,80000000.0
744,2025,Terraced Duplex,4,4.0,Jabi,300000000.0
745,2025,Terraced Duplex,4,4.0,Wuse,360000000.0
747,2025,Detached Duplex,4,4.0,Gwarinpa,230000000.0
748,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
749,2025,Detached Duplex,7,7.0,Maitama District,4500000000.0
750,2025,Flat / Apartment,3,3.0,Garki,600000000.0
751,2025,Terraced Duplex,5,5.0,Jahi,300000000.0
752,2025,Detached Duplex,5,6.0,Asokoro District,900000000.0
753,2025,Terraced Duplex,4,4.0,Jahi,280000000.0
754,2025,Terraced Duplex,4,4.0,Jahi,300000000.0
755,2025,Terraced Duplex,4,4.0,Guzape District,270000000.0
756,2025,Terraced Duplex,4,5.0,Wuse 2,350000000.0
757,2024,Detached Duplex,4,4.0,Katampe,550000000.0
758,2025,Detached Duplex,5,5.0,Galadimawa,410000000.0
759,2024,Detached Duplex,6,6.0,Guzape District,2000000000.0
760,2024,Detached Duplex,6,6.0,Katampe,750000000.0
761,2024,Detached Duplex,4,4.0,Katampe,650000000.0
762,2024,Detached Duplex,5,5.0,Guzape District,360000000.0
763,2023,Detached Bungalow,3,3.0,Life Camp,155000000.0
764,2025,House,7,7.0,Maitama District,5000000000.0
765,2025,House,6,6.0,Maitama District,2500000000.0
766,2025,Detached Duplex,4,5.0,Apo,250000000.0
767,2025,House,4,4.0,Jahi,350000000.0
768,2025,House,7,7.0,Guzape District,1500000000.0
769,2025,House,6,6.0,Guzape District,900000000.0
771,2025,Detached Duplex,5,5.0,Lugbe District,90000000.0
772,2025,Detached Duplex,5,5.0,Lugbe District,120000000.0
773,2024,Terraced Duplex,4,4.0,Karsana,69000000.0
774,2025,Terraced Duplex,3,3.0,Life Camp,68000000.0
775,2025,Flat / Apartment,3,3.0,Katampe,180000000.0
776,2025,Detached Duplex,6,7.0,Asokoro District,800000000.0
777,2024,Terraced Duplex,4,5.0,Maitama District,150000000.0
778,2025,Terraced Duplex,4,4.0,Life Camp,250000000.0
779,2025,Detached Duplex,4,6.0,Garki,260000000.0
780,2025,Detached Duplex,4,8.0,Garki,365000000.0
781,2025,Flat / Apartment,3,3.0,Jahi,120000000.0
782,2025,Detached Duplex,7,7.0,Katampe,3000000000.0
783,2024,Flat / Apartment,3,4.0,Life Camp,80000000.0
784,2024,Flat / Apartment,2,3.0,Durumi,63000000.0
785,2025,House,4,4.0,Gwarinpa,300000000.0
786,2025,Detached Duplex,4,4.0,Lokogoma District,120000000.0
788,2025,Detached Duplex,5,5.0,Lokogoma District,80000000.0
789,2025,Flat / Apartment,3,4.0,Jahi,150000000.0
790,2024,Detached Duplex,5,6.0,Katampe,250000000.0
791,2025,House,7,7.0,Gwarinpa,450000000.0
792,2024,Detached Duplex,4,6.0,Kubwa,265000000.0
793,2025,Detached Duplex,4,4.0,Karsana,120000000.0
794,2025,Detached Bungalow,3,3.0,Gwarinpa,115000000.0
795,2024,Flat / Apartment,3,3.0,Gudu,60000000.0
796,2024,Detached Duplex,4,4.0,Durumi,150000000.0
797,2025,Terraced Duplex,4,5.0,Wuse,230000000.0
798,2025,Detached Duplex,6,7.0,Guzape District,750000000.0
800,2025,Terraced Duplex,4,4.0,Guzape District,300000000.0
801,2024,Detached Duplex,5,5.0,Guzape District,500000000.0
803,2024,Terraced Duplex,4,5.0,Guzape District,350000000.0
804,2024,Terraced Duplex,4,5.0,Jahi,280000000.0
805,2024,Terraced Duplex,4,4.0,Guzape District,330000000.0
806,2024,Terraced Duplex,2,2.0,Lokogoma District,78000000.0
807,2024,Detached Duplex,4,4.0,Guzape District,400000000.0
808,2025,Terraced Duplex,4,5.0,Jahi,200000000.0
809,2025,Terraced Duplex,7,8.0,Asokoro District,1600000000.0
810,2025,Terraced Duplex,4,4.0,Life Camp,200000000.0
811,2025,Terraced Duplex,5,5.0,Kaura,70000000.0
812,2025,Terraced Duplex,4,4.0,Jabi,300000000.0
813,2024,Terraced Duplex,4,4.0,Life Camp,70000000.0
814,2025,Detached Duplex,5,5.0,Katampe,280000000.0
815,2025,House,5,5.0,Wuye,750000000.0
816,2025,Terraced Duplex,4,4.0,Durumi,120000000.0
818,2024,House,3,3.0,Karsana,140000000.0
819,2024,Terraced Duplex,4,4.0,Kabusa,95000000.0
820,2025,House,7,7.0,Asokoro District,2500000000.0
821,2024,Terraced Duplex,4,4.0,Apo,120000000.0
822,2025,Flat / Apartment,3,3.0,Katampe,75000000.0
823,2025,Flat / Apartment,3,3.0,Katampe,90000000.0
824,2025,Flat / Apartment,2,2.0,Gwarinpa,65000000.0
825,2025,Flat / Apartment,2,2.0,Life Camp,80000000.0
826,2025,Flat / Apartment,3,3.0,Katampe,75000000.0
827,2024,Detached Duplex,6,7.0,Katampe,1200000000.0
828,2024,Flat / Apartment,3,4.0,Jahi,800000000.0
829,2025,Detached Duplex,7,7.0,Gwarinpa,400000000.0
830,2025,Detached Duplex,5,5.0,Gwarinpa,320000000.0
831,2025,Detached Duplex,5,5.0,Gwarinpa,310000000.0
832,2024,Detached Duplex,7,7.0,Gwarinpa,500000000.0
833,2024,Detached Duplex,6,6.0,Guzape District,950000000.0
834,2025,Detached Duplex,5,5.0,Galadimawa,200000000.0
835,2025,Detached Duplex,5,5.0,Galadimawa,150000000.0
836,2025,Detached Duplex,4,4.0,Wuye,350000000.0
837,2024,Detached Duplex,4,4.0,Lokogoma District,130000000.0
838,2025,Detached Duplex,4,4.0,Wuse,450000000.0
839,2024,Detached Duplex,6,6.0,Gwarinpa,500000000.0
840,2025,Flat / Apartment,2,3.0,Jahi,165000000.0
841,2025,Terraced Duplex,4,4.0,Mbora (Nbora),170000000.0
842,2025,House,5,5.0,Life Camp,450000000.0
843,2025,Terraced Duplex,4,4.0,Life Camp,180000000.0
844,2024,House,7,7.0,Guzape District,2500000000.0
845,2024,House,7,7.0,Maitama District,3500000000.0
846,2025,Terraced Duplex,4,5.0,Life Camp,160000000.0
847,2025,Terraced Duplex,3,3.0,Life Camp,100000000.0
848,2024,Detached Duplex,7,7.0,Maitama District,3000000000.0
849,2024,Detached Duplex,8,8.0,Maitama District,3800000000.0
850,2024,Flat / Apartment,2,2.0,Mpape,400000000.0
851,2025,Terraced Duplex,4,5.0,Life Camp,180000000.0
852,2024,Terraced Duplex,4,4.0,Maitama District,600000000.0
853,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
854,2025,Detached Duplex,4,4.0,Durumi,120000000.0
855,2024,Terraced Duplex,4,4.0,Kado,255000000.0
856,2024,Detached Duplex,5,6.0,Asokoro District,1800000000.0
857,2025,Detached Bungalow,4,4.0,Wuse,450000000.0
858,2025,Detached Duplex,4,4.0,Garki,190000000.0
859,2025,House,3,4.0,Katampe,130000000.0
860,2024,Detached Duplex,5,6.0,Asokoro District,1500000000.0
861,2024,Detached Duplex,5,5.0,Katampe,190000000.0
862,2024,Flat / Apartment,3,4.0,Wuye,125000000.0
863,2025,Terraced Duplex,3,3.0,Life Camp,100000000.0
864,2025,Detached Duplex,5,6.0,Idu Industrial,200000000.0
865,2025,Terraced Duplex,4,4.0,Guzape District,200000000.0
866,2025,Detached Duplex,5,5.0,Guzape District,1500000000.0
867,2024,Detached Duplex,8,8.0,Kaura,600000000.0
868,2024,Detached Duplex,6,6.0,Guzape District,450000000.0
869,2024,Detached Duplex,5,5.0,Wuye,450000000.0
870,2024,Detached Duplex,5,5.0,Gwarinpa,200000000.0
871,2024,Detached Duplex,5,5.0,Guzape District,900000000.0
872,2024,Detached Duplex,5,5.0,Wuye,220000000.0
873,2025,Flat / Apartment,2,2.0,Mararaba,20000000.0
874,2024,Detached Bungalow,4,4.0,Lokogoma District,110000000.0
875,2025,Detached Duplex,7,8.0,Asokoro District,1500000000.0
876,2025,Detached Duplex,5,6.0,Karmo,255000000.0
877,2025,Detached Duplex,4,4.0,Asokoro District,650000000.0
878,2025,Terraced Duplex,4,6.0,Mabushi,270000000.0
879,2025,Detached Duplex,5,5.0,Asokoro District,650000000.0
880,2025,Detached Duplex,2,2.0,Asokoro District,250000000.0
881,2025,Detached Duplex,3,3.0,Asokoro District,200000000.0
882,2025,Detached Duplex,4,4.0,Kado,300000000.0
884,2025,Terraced Duplex,4,4.0,Mabushi,270000000.0
885,2025,Detached Duplex,4,4.0,Apo,250000000.0
886,2025,Detached Duplex,5,6.0,Guzape District,850000000.0
887,2024,Terraced Duplex,4,4.0,Wuse,280000000.0
888,2025,Detached Duplex,4,4.0,Galadimawa,320000000.0
889,2025,Detached Duplex,5,6.0,Idu Industrial,270000000.0
890,2025,Terraced Duplex,4,5.0,Wuse,360000000.0
891,2025,Terraced Duplex,4,5.0,Kaura,160000000.0
892,2025,Terraced Duplex,4,5.0,Gaduwa,140000000.0
893,2025,Terraced Duplex,4,5.0,Durumi,220000000.0
894,2024,Terraced Duplex,4,4.0,Life Camp,150000000.0
895,2024,Terraced Duplex,5,5.0,Life Camp,300000000.0
896,2025,Flat / Apartment,3,4.0,Guzape District,150000000.0
897,2025,Flat / Apartment,3,3.0,Katampe,95000000.0
898,2025,Terraced Duplex,4,5.0,Jahi,310000000.0
