id,added_on_year,type,bedrooms,bathrooms,town,price
1016,2025,Terraced Duplex,4,4.0,Jahi,350000000.0
1018,2024,House,9,9.0,Guzape District,6000000000.0
1019,2024,Detached Duplex,5,5.0,Katampe,700000000.0
1020,2024,Detached Duplex,5,5.0,Apo,500000000.0
1021,2025,Detached Duplex,4,4.0,Lugbe District,235000000.0
1022,2025,Detached Duplex,5,5.0,Lokogoma District,280000000.0
1023,2024,Detached Duplex,7,7.0,Asokoro District,1800000000.0
1024,2024,Terraced Duplex,2,2.0,Lokogoma District,85000000.0
1025,2024,Detached Duplex,5,5.0,Wuye,800000000.0
1026,2025,Terraced Duplex,4,4.0,Life Camp,200000000.0
1027,2025,Detached Duplex,4,4.0,Katampe,600000000.0
1028,2025,Detached Duplex,3,3.0,Katampe,95000000.0
1029,2024,Detached Bungalow,4,4.0,Kubwa,4000000.0
1030,2024,Terraced Duplex,4,4.0,Lugbe District,110000000.0
1031,2024,Detached Duplex,5,6.0,Kado,350000000.0
1032,2024,Terraced Duplex,3,4.0,Wuse 2,850000000.0
1033,2024,Terraced Duplex,4,5.0,Jahi,250000000.0
1034,2024,Flat / Apartment,3,3.0,Wuye,120000000.0
1035,2024,Terraced Duplex,4,4.0,Katampe,3700000000.0
1036,2024,Detached Duplex,4,6.0,Katampe,370000000.0
1037,2024,Terraced Duplex,4,4.0,Durumi,180000000.0
1038,2025,Terraced Duplex,4,6.0,Guzape District,330000000.0
1039,2025,Detached Duplex,5,5.0,Mbora (Nbora),250000000.0
1040,2024,Flat / Apartment,3,3.0,Kaura,95000000.0
1041,2025,Flat / Apartment,3,3.0,Katampe,90000000.0
1042,2024,Terraced Duplex,4,5.0,Guzape District,250000000.0
1043,2025,Terraced Duplex,4,5.0,Guzape District,255000000.0
1044,2025,Terraced Duplex,4,5.0,Guzape District,350000000.0
1045,2025,Detached Duplex,5,5.0,Idu Industrial,250000000.0
1046,2025,Terraced Duplex,4,4.0,Jahi,230000000.0
1047,2024,Terraced Duplex,4,4.0,Apo,140000000.0
1048,2025,Flat / Apartment,3,4.0,Katampe,90000000.0
1049,2025,House,4,5.0,Jahi,230000000.0
1050,2025,Terraced Duplex,2,3.0,Lokogoma District,70000000.0
1051,2025,Terraced Duplex,4,5.0,Jahi,250000000.0
1052,2024,Terraced Duplex,5,6.0,Gwarinpa,180000000.0
1053,2025,Terraced Duplex,3,3.0,Karmo,70000000.0
1054,2025,Detached Duplex,7,7.0,Idu Industrial,270000000.0
1055,2025,Flat / Apartment,2,3.0,Lugbe District,60000000.0
1056,2025,Detached Duplex,5,5.0,Guzape District,945000000.0
1057,2024,Terraced Duplex,4,4.0,Wuse 2,500000000.0
1058,2025,Detached Duplex,8,8.0,Maitama District,8500000000.0
1059,2025,Terraced Duplex,4,4.0,Jahi,350000000.0
1061,2025,Detached Duplex,6,6.0,Guzape District,1000000000.0
1062,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
1063,2025,Terraced Duplex,4,4.0,Katampe,130000000.0
1065,2025,Detached Bungalow,3,3.0,Karsana,130000000.0
1066,2024,Detached Duplex,5,5.0,Maitama District,850000000.0
1067,2025,Detached Duplex,5,6.0,Lugbe District,90000000.0
1068,2024,Terraced Duplex,3,4.0,Gaduwa,130000000.0
1069,2024,Terraced Duplex,5,5.0,Guzape District,450000000.0
1070,2025,House,3,3.0,Jabi,250000000.0
1071,2025,Terraced Duplex,4,6.0,Dakibiyu,80000000.0
1072,2023,Terraced Duplex,4,4.0,Gaduwa,120000000.0
1073,2025,House,2,2.0,Jabi,200000000.0
1074,2025,Terraced Duplex,4,4.0,Mbora (Nbora),85000000.0
1075,2025,Terraced Duplex,5,5.0,Katampe,120000000.0
1076,2025,Flat / Apartment,3,3.0,Katampe,90000000.0
1077,2025,Terraced Duplex,4,4.0,Katampe,220000000.0
1078,2024,Terraced Duplex,4,6.0,Garki,200000000.0
1079,2024,Detached Duplex,5,7.0,Asokoro District,800000000.0
1080,2024,Detached Duplex,5,8.0,Guzape District,980000000.0
1081,2024,Terraced Duplex,4,6.0,Jahi,280000000.0
1082,2024,Terraced Duplex,5,7.0,Wuse 2,450000000.0
1083,2024,Detached Duplex,5,5.0,Katampe,250000000.0
1084,2025,Terraced Duplex,2,3.0,Kubwa,67000000.0
1085,2024,Detached Duplex,8,8.0,Maitama District,5500000000.0
1086,2024,Detached Duplex,6,6.0,Asokoro District,800000000.0
1087,2024,Detached Duplex,7,7.0,Maitama District,3500000000.0
1088,2024,Detached Duplex,5,5.0,Maitama District,3500000000.0
1089,2024,Detached Duplex,5,5.0,Asokoro District,650000000.0
1090,2024,Terraced Duplex,4,4.0,Guzape District,285000000.0
1091,2024,Detached Bungalow,3,4.0,Bwari,52500000.0
1093,2024,Terraced Duplex,4,4.0,Katampe,185000000.0
1094,2024,Detached Duplex,4,4.0,Asokoro District,950000000.0
1095,2024,Flat / Apartment,3,3.0,Katampe,165000000.0
1096,2024,Terraced Duplex,4,5.0,Lokogoma District,190000000.0
1097,2024,Detached Duplex,5,5.0,Apo,500000000.0
1098,2024,Flat / Apartment,2,2.0,Lokogoma District,38000000.0
1099,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
1100,2024,Detached Duplex,7,7.0,Katampe,3000000000.0
1101,2024,Detached Duplex,7,7.0,Jabi,2000000000.0
1102,2024,Terraced Duplex,4,4.0,Wuse,315000000.0
1103,2024,Detached Duplex,6,6.0,Wuse 2,2000000000.0
1105,2024,Flat / Apartment,3,3.0,Gwarinpa,65000000.0
1106,2024,Detached Duplex,5,5.0,Apo,500000000.0
1107,2024,Detached Duplex,7,7.0,Maitama District,1400000000.0
1108,2024,Flat / Apartment,3,3.0,Mabushi,150000000.0
1109,2024,Detached Duplex,7,7.0,Maitama District,4500000000.0
1110,2024,Detached Duplex,7,7.0,Jabi,2000000000.0
1111,2024,Terraced Duplex,4,5.0,Gaduwa,120000000.0
1112,2024,Detached Duplex,5,6.0,Wuye,700000000.0
1113,2024,Detached Duplex,4,4.0,Wuse,450000000.0
1114,2024,Terraced Duplex,4,4.0,Gaduwa,115000000.0
1115,2024,Terraced Duplex,5,5.0,Asokoro District,400000000.0
1116,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
1117,2024,Detached Duplex,5,5.0,Lugbe District,65000000.0
1118,2024,Detached Duplex,4,5.0,Lugbe District,120000000.0
1119,2024,Detached Duplex,5,5.0,Maitama District,750000000.0
1120,2023,Terraced Duplex,4,4.0,Apo,120000000.0
1121,2024,Terraced Duplex,4,4.0,Jahi,380000000.0
1122,2024,Terraced Duplex,4,5.0,Guzape District,250000000.0
1123,2024,Flat / Apartment,2,2.0,Garki,50000000.0
1124,2024,Terraced Duplex,5,6.0,Katampe,130000000.0
1125,2024,House,5,5.0,Life Camp,12000000000.0
1126,2024,Flat / Apartment,3,3.0,Jahi,130000000.0
1127,2024,Detached Duplex,8,8.0,Asokoro District,2500000000.0
1128,2024,Detached Duplex,6,6.0,Asokoro District,800000000.0
1129,2024,Terraced Duplex,4,4.0,Jahi,180000000.0
1130,2024,Terraced Duplex,4,4.0,Gwarinpa,125000000.0
1131,2024,Terraced Duplex,4,4.0,Gwarinpa,160000000.0
1132,2024,Detached Duplex,4,4.0,Gwarinpa,270000000.0
1133,2024,Terraced Duplex,4,4.0,Gwarinpa,165000000.0
1134,2024,Detached Duplex,7,7.0,Gwarinpa,700000000.0
1135,2024,Terraced Duplex,4,4.0,Life Camp,85000000.0
1136,2024,Terraced Duplex,4,4.0,Jahi,300000000.0
1137,2024,Detached Duplex,5,5.0,Jahi,450000000.0
1138,2024,Detached Duplex,8,8.0,Asokoro District,1500000000.0
1139,2024,Detached Duplex,5,5.0,Lugbe District,200000000.0
1140,2024,Terraced Duplex,4,5.0,Guzape District,400000000.0
1141,2024,House,5,5.0,Jahi,150000000.0
1142,2024,Detached Duplex,5,5.0,Asokoro District,600000000.0
1143,2024,Detached Duplex,5,5.0,Lugbe District,100000000.0
1144,2024,Flat / Apartment,1,2.0,Kyami,15006701.0
1145,2024,Terraced Duplex,4,4.0,Asokoro District,280000000.0
1146,2024,Detached Bungalow,3,4.0,Lugbe District,65000000.0
1147,2024,Detached Duplex,5,6.0,Lugbe District,250000000.0
1148,2024,Detached Duplex,5,5.0,Apo,350000000.0
1149,2024,Detached Duplex,4,5.0,Lugbe District,250000000.0
1150,2024,Detached Duplex,5,5.0,Life Camp,300000000.0
1151,2024,Detached Duplex,5,5.0,Karsana,130000000.0
1152,2024,Detached Duplex,5,6.0,Utako,650000000.0
1153,2024,Detached Bungalow,3,3.0,Apo,75000000.0
1154,2024,Detached Bungalow,3,4.0,Lugbe District,45000000.0
1155,2024,Terraced Duplex,3,3.0,Kyami,42000000.0
1156,2024,Terraced Duplex,3,3.0,Kyami,42000000.0
1157,2024,Terraced Duplex,4,4.0,Katampe,375000000.0
1158,2024,Terraced Duplex,3,3.0,Kaura,80000000.0
1159,2024,Detached Duplex,5,5.0,Gwarinpa,650000000.0
1160,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
1161,2024,Terraced Duplex,4,5.0,Guzape District,350000000.0
1162,2023,Detached Duplex,5,5.0,Life Camp,380000000.0
1163,2024,Terraced Duplex,3,3.0,Gwarinpa,85000000.0
1164,2024,Terraced Duplex,3,3.0,Kubwa,180000000.0
1165,2024,Detached Duplex,5,5.0,Guzape District,1500000000.0
1166,2024,Terraced Duplex,5,5.0,Jahi,186000000.0
1167,2024,Detached Duplex,5,5.0,Galadimawa,470000000.0
1168,2024,Terraced Duplex,4,4.0,Jahi,300000000.0
1169,2024,Terraced Duplex,4,5.0,Guzape District,280000000.0
1171,2024,Detached Duplex,4,4.0,Life Camp,250000000.0
1172,2024,Detached Duplex,9,9.0,Mabushi,900000000.0
1173,2023,Detached Duplex,5,5.0,Life Camp,390000000.0
1174,2024,Detached Duplex,5,6.0,Kado,350000000.0
1175,2024,Detached Duplex,5,5.0,Kado,350000000.0
1176,2024,Flat / Apartment,2,3.0,Garki,65000000.0
1177,2024,Flat / Apartment,2,3.0,Life Camp,65000000.0
1178,2024,Detached Bungalow,4,5.0,Kubwa,55000000.0
1179,2024,Terraced Duplex,5,5.0,Life Camp,250000000.0
1180,2024,Detached Duplex,9,9.0,Maitama District,3800000000.0
1181,2024,Flat / Apartment,3,4.0,Gwarinpa,30000000.0
1182,2024,Flat / Apartment,3,4.0,Kubwa,40000000.0
1183,2024,House,4,4.0,Gwarinpa,300000000.0
1184,2024,Detached Duplex,9,10.0,Guzape District,4500000000.0
1185,2024,Detached Duplex,5,5.0,Wuye,650000000.0
1186,2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
1187,2024,House,6,6.0,Galadimawa,300000000.0
1188,2024,Terraced Duplex,5,5.0,Maitama District,650000000.0
1189,2024,Detached Duplex,8,8.0,Kado,500000000.0
1190,2024,Terraced Duplex,4,5.0,Jahi,300000000.0
1191,2024,Terraced Duplex,5,5.0,Mabushi,250000000.0
1192,2024,Detached Duplex,6,6.0,Asokoro District,800000000.0
1194,2024,Detached Duplex,4,4.0,Utako,550000000.0
1195,2024,Detached Duplex,5,5.0,Kado,380000000.0
1196,2024,House,6,6.0,Wuse 2,1900000000.0
1197,2024,House,9,9.0,Guzape District,5000000000.0
1198,2024,Detached Duplex,4,5.0,Life Camp,210000000.0
1200,2024,Terraced Duplex,4,5.0,Lugbe District,135000000.0
1201,2024,Terraced Duplex,5,5.0,Wuse 2,450000000.0
1202,2024,Detached Bungalow,3,4.0,Gwarinpa,170000000.0
1203,2024,Terraced Duplex,4,4.0,Durumi,180000000.0
1204,2024,Detached Duplex,5,5.0,Apo,480000000.0
1205,2024,Detached Duplex,4,4.0,Jahi,400000000.0
1206,2024,Detached Duplex,5,6.0,Gwarinpa,240000000.0
1207,2024,Terraced Duplex,4,5.0,Katampe,350000000.0
1208,2024,Detached Duplex,5,5.0,Apo,350000000.0
1209,2024,Detached Duplex,4,5.0,Lugbe District,170000000.0
1210,2024,Terraced Duplex,4,5.0,Gaduwa,125000000.0
1211,2024,Detached Duplex,4,4.0,Dakwo,280000000.0
1213,2024,Terraced Duplex,4,5.0,Jahi,250000000.0
1214,2024,Flat / Apartment,2,2.0,Kubwa,30000000.0
1215,2024,Terraced Duplex,3,4.0,Kaura,85000000.0
1216,2024,Terraced Duplex,4,5.0,Kaura,100000000.0
1217,2024,Terraced Duplex,6,7.0,Kaura,150000000.0
1218,2024,Detached Duplex,4,5.0,Life Camp,210000000.0
1219,2024,Terraced Duplex,4,5.0,Wuse 2,470000000.0
1220,2024,Detached Duplex,6,6.0,Gwarinpa,650000000.0
1221,2024,Terraced Duplex,4,5.0,Life Camp,300000000.0
1222,2024,Terraced Duplex,4,5.0,Life Camp,180000000.0
1223,2024,Detached Duplex,5,4.0,Kubwa,280000000.0
1224,2024,Terraced Duplex,4,5.0,Life Camp,180000000.0
1225,2024,Detached Duplex,6,6.0,Katampe,600000000.0
1226,2024,Detached Duplex,5,5.0,Maitama District,13500000000.0
1227,2024,Detached Duplex,6,6.0,Wuye,750000000.0
1228,2024,Detached Duplex,4,4.0,Lugbe District,200000000.0
1229,2023,Terraced Duplex,5,6.0,Katampe,6000000000.0
1230,2024,Terraced Duplex,4,5.0,Wuse,200000000.0
1231,2024,Detached Duplex,7,8.0,Guzape District,750000000.0
1232,2024,Detached Bungalow,3,4.0,Lokogoma District,80000000.0
1233,2024,Terraced Duplex,4,5.0,Gaduwa,110000000.0
1234,2024,Terraced Duplex,5,5.0,Life Camp,300000000.0
1236,2024,Detached Bungalow,4,4.0,Lokogoma District,70000000.0
1237,2024,Terraced Duplex,4,4.0,Karmo,200000000.0
1238,2024,Detached Duplex,5,6.0,Kado,420000000.0
1239,2024,Detached Duplex,4,4.0,Lokogoma District,150000000.0
1240,2024,Terraced Duplex,4,4.0,Lugbe District,79000000.0
1241,2024,Detached Duplex,5,5.0,Guzape District,550000000.0
1242,2024,Flat / Apartment,2,2.0,Kado,300000000.0
1243,2024,Detached Duplex,5,6.0,Asokoro District,3000000000.0
1244,2024,Detached Duplex,4,5.0,Maitama District,320000000.0
1245,2024,Flat / Apartment,3,4.0,Life Camp,65000000.0
1246,2023,Flat / Apartment,2,3.0,Jahi,70000000.0
1248,2024,Detached Duplex,4,5.0,Katampe,600000000.0
1249,2024,Terraced Duplex,4,5.0,Durumi,120000000.0
1250,2024,Detached Duplex,5,6.0,Jahi,350000000.0
1251,2024,Detached Duplex,5,5.0,Guzape District,580000000.0
1252,2024,Detached Duplex,5,6.0,Lokogoma District,150000000.0
1253,2024,Detached Duplex,5,5.0,Katampe,650000000.0
1254,2024,Terraced Duplex,3,4.0,Asokoro District,200000000.0
1255,2024,Detached Duplex,4,4.0,Jahi,550000000.0
1256,2024,Detached Duplex,5,5.0,Asokoro District,800000000.0
1257,2024,Terraced Duplex,4,5.0,Mabushi,160000000.0
1258,2024,Detached Duplex,5,5.0,Guzape District,850000000.0
1259,2024,Detached Duplex,6,6.0,Guzape District,1000000000.0
1260,2024,Detached Duplex,6,7.0,Asokoro District,800000000.0
1261,2024,Detached Duplex,5,6.0,Katampe,400000000.0
1262,2024,Terraced Duplex,4,4.0,Jahi,400000000.0
1263,2024,Terraced Duplex,4,4.0,Gwarinpa,150000000.0
1264,2024,Detached Duplex,5,5.0,Jabi,195000000.0
1265,2024,Terraced Duplex,4,5.0,Guzape District,250000000.0
1266,2024,Terraced Duplex,4,4.0,Gwarinpa,130000000.0
1267,2024,Flat / Apartment,3,3.0,Katampe,120000000.0
1268,2024,Flat / Apartment,1,1.0,Katampe,75000000.0
1269,2024,Detached Duplex,5,5.0,Lugbe District,45000000000.0
1270,2024,Flat / Apartment,3,3.0,Katampe,150000000.0
1271,2024,House,5,5.0,Wuse 2,650000000.0
1272,2024,House,7,7.0,Asokoro District,2500000000.0
1273,2024,Detached Duplex,5,5.0,Kado,380000000.0
1274,2024,Terraced Duplex,4,4.0,Kado,250000000.0
1275,2024,Terraced Duplex,5,5.0,Gaduwa,120000000.0
1276,2024,Detached Duplex,5,5.0,Gaduwa,250000000.0
1277,2024,Terraced Duplex,4,4.0,Kado,250000000.0
1278,2024,Terraced Duplex,4,4.0,Jahi,250000000.0
1279,2024,Detached Bungalow,5,5.0,Lokogoma District,87000000.0
1280,2024,Terraced Duplex,4,4.0,Life Camp,190000000.0
1281,2024,Detached Duplex,6,7.0,Katampe,1100000000.0
1282,2024,Flat / Apartment,3,3.0,Katampe,101000000.0
1283,2024,Terraced Duplex,4,4.0,Jahi,151000000.0
1284,2024,Detached Duplex,7,8.0,Maitama District,4500000000.0
1286,2024,Terraced Duplex,5,5.0,Life Camp,300000000.0
1287,2024,Detached Duplex,4,4.0,Kado,250000000.0
1289,2024,House,7,7.0,Maitama District,4500000000.0
1290,2024,House,7,7.0,Maitama District,3000000000.0
1291,2024,Detached Duplex,7,7.0,Maitama District,5000000000.0
1292,2024,Terraced Duplex,4,4.0,Guzape District,250000000.0
1293,2024,Terraced Duplex,3,3.0,Apo,105000000.0
1294,2023,Detached Duplex,6,7.0,Asokoro District,800000000.0
1295,2024,Detached Duplex,6,6.0,Apo,340000000.0
1296,2024,Detached Duplex,5,5.0,Apo,320000000.0
1297,2024,Detached Duplex,6,6.0,Apo,480000000.0
1298,2024,Detached Duplex,5,6.0,Apo,305000000.0
1299,2024,Terraced Duplex,4,4.0,Gwarinpa,200000000.0
1300,2024,Terraced Duplex,4,4.0,Asokoro District,200000000.0
1301,2024,Detached Duplex,6,6.0,Apo,520000000.0
1302,2024,Terraced Duplex,4,4.0,Jahi,270000000.0
1303,2024,Detached Duplex,6,6.0,Asokoro District,800000000.0
1304,2024,Terraced Duplex,4,4.0,Guzape District,270000000.0
1305,2024,Detached Duplex,6,6.0,Asokoro District,650000000.0
1306,2024,Detached Duplex,6,6.0,Asokoro District,1500000000.0
1307,2024,Terraced Duplex,5,5.0,Guzape District,250000000.0
1308,2024,Detached Duplex,7,7.0,Asokoro District,1500000000.0
1309,2024,Terraced Duplex,5,5.0,Guzape District,350000000.0
1310,2024,Terraced Duplex,4,4.0,Durumi,150000000.0
1311,2024,Detached Duplex,7,7.0,Guzape District,2800000000.0
1312,2024,Detached Bungalow,4,4.0,Kaura,160000000.0
1313,2024,Flat / Apartment,3,3.0,Durumi,140000000.0
1314,2024,Terraced Duplex,4,4.0,Jahi,265000000.0
1315,2024,Detached Duplex,7,7.0,Guzape District,1700000000.0
1316,2024,Detached Duplex,5,6.0,Gaduwa,500000000.0
1317,2024,Terraced Duplex,4,4.0,Durumi,350000000.0
1318,2024,Terraced Duplex,4,4.0,Katampe,550670280.0
1319,2024,Terraced Duplex,4,4.0,Lokogoma District,151622000.0
1320,2024,Terraced Duplex,3,3.0,Lokogoma District,115770220.0
1321,2024,Terraced Duplex,4,5.0,Gaduwa,150000000.0
1322,2024,Detached Duplex,5,6.0,Asokoro District,700000000.0
1323,2024,Terraced Duplex,4,5.0,Gwarinpa,120000000.0
1324,2024,Detached Bungalow,3,4.0,Lokogoma District,100000000.0
1326,2024,Terraced Duplex,5,6.0,Life Camp,200000000.0
1327,2024,Detached Duplex,7,7.0,Maitama District,3500000000.0
1328,2024,Detached Duplex,7,8.0,Maitama District,4700000000.0
1329,2024,Detached Duplex,6,7.0,Wuye,1400000000.0
1330,2024,Detached Duplex,7,7.0,Wuse 2,8000000000.0
1331,2024,Terraced Duplex,5,6.0,Wuye,360000000.0
1332,2024,Terraced Duplex,4,5.0,Gwarinpa,150000000.0
1333,2024,House,7,7.0,Maitama District,3500000000.0
1334,2024,Detached Duplex,4,4.0,Lugbe District,95000000.0
1335,2024,Terraced Duplex,5,5.0,Galadimawa,230000000.0
1336,2024,Terraced Duplex,4,4.0,Jahi,200000000.0
1337,2024,Detached Duplex,7,7.0,Guzape District,1500000000.0
1338,2024,Detached Duplex,7,7.0,Asokoro District,600000000.0
1339,2024,Detached Duplex,5,5.0,Guzape District,450000000.0
1340,2024,Detached Duplex,4,4.0,Katampe,270000000.0
1341,2024,Terraced Duplex,6,6.0,Guzape District,350000000.0
1342,2024,Detached Duplex,4,4.0,Kukwaba,550000000.0
1343,2024,Terraced Duplex,4,4.0,Jahi,170000000.0
1344,2024,Detached Duplex,5,5.0,Guzape District,500000000.0
1345,2024,Detached Duplex,5,5.0,Asokoro District,500000000.0
1346,2024,Terraced Duplex,4,5.0,Jahi,300000000.0
1347,2024,Detached Duplex,5,6.0,Jahi,350000000.0
1348,2024,Terraced Duplex,4,4.0,Jahi,280000000.0
1349,2024,Terraced Duplex,4,4.0,Jabi,400000000.0
1350,2024,House,7,7.0,Katampe,3000000000.0
1351,2024,House,7,7.0,Asokoro District,1500000000.0
1352,2024,Terraced Duplex,3,3.0,Karmo,75000000.0
1354,2024,Terraced Duplex,3,3.0,Guzape District,14500000000.0
1355,2024,Detached Duplex,5,5.0,Lugbe District,150000000.0
1356,2024,Flat / Apartment,3,4.0,Gwarinpa,30000000.0
1357,2024,Terraced Duplex,2,2.0,Lokogoma District,70000000.0
1358,2024,Detached Duplex,5,5.0,Kado,250000000.0
1359,2024,Flat / Apartment,3,4.0,Gwarinpa,30000000.0
1360,2024,Detached Bungalow,3,3.0,Lokogoma District,135000000.0
1361,2024,Detached Duplex,6,6.0,Apo,350000000.0
1362,2024,Detached Duplex,5,5.0,Kubwa,128000000.0
1363,2024,Terraced Duplex,2,2.0,Kubwa,64000000.0
1364,2023,Terraced Duplex,3,3.0,Kubwa,72000000.0
1365,2024,Terraced Duplex,4,4.0,Jahi,350000000.0
1366,2024,Detached Duplex,5,5.0,Guzape District,350000000.0
1367,2024,Terraced Duplex,4,4.0,Jahi,300000000.0
1368,2024,Detached Duplex,4,4.0,Apo,380000000.0
1369,2024,House,5,5.0,Karsana,450000000.0
1370,2024,Detached Duplex,6,6.0,Wuse 2,2000000000.0
1372,2024,House,8,8.0,Maitama District,8500000000.0
1373,2024,Detached Duplex,6,7.0,Asokoro District,1600000000.0
1376,2024,Terraced Duplex,4,4.0,Jahi,270000000.0
1377,2024,Terraced Duplex,4,4.0,Jahi,220000000.0
1378,2024,Terraced Duplex,4,4.0,Jahi,400000000.0
1380,2024,House,5,5.0,Katampe,600000000.0
1381,2024,Terraced Duplex,3,3.0,Karmo,75000000.0
1382,2024,Detached Bungalow,3,3.0,Wumba,145000000.0
1383,2024,Flat / Apartment,3,3.0,Mabushi,85000000.0
1384,2024,Terraced Duplex,4,4.0,Jahi,320000000.0
1385,2024,Detached Duplex,5,5.0,Wuye,400000000.0
1386,2024,Flat / Apartment,3,3.0,Kado,140000000.0
1387,2024,Flat / Apartment,3,3.0,Mabushi,150000000.0
1388,2024,Detached Duplex,5,5.0,Guzape District,800000000.0
1389,2023,Terraced Duplex,4,4.0,Jahi,180000000.0
1390,2024,Detached Duplex,5,5.0,Gaduwa,270000000.0
1391,2024,Terraced Duplex,4,5.0,Jahi,300000000.0
1392,2024,Terraced Duplex,4,4.0,Jahi,350000000.0
1393,2024,Terraced Duplex,4,4.0,Gwarinpa,165000000.0
1394,2024,Flat / Apartment,3,4.0,Katampe,120000000.0
1395,2024,Flat / Apartment,1,2.0,Katampe,73300000.0
1396,2024,Detached Bungalow,3,3.0,Kubwa,75000000.0
1397,2024,Detached Duplex,4,4.0,Dakwo,180000000.0
1398,2024,Detached Duplex,5,5.0,Wuse 2,1900000000.0
1400,2024,Flat / Apartment,1,1.0,Apo,25000000.0
1402,2024,Terraced Duplex,4,4.0,Jahi,180000000.0
1403,2024,Detached Duplex,5,5.0,Katampe,500000000.0
1404,2024,Detached Duplex,4,4.0,Gwarinpa,125000000.0
1405,2024,Flat / Apartment,3,3.0,Jahi,65000000.0
1406,2024,Terraced Duplex,4,4.0,Gwarinpa,160000000.0
1407,2024,Flat / Apartment,2,3.0,Kyami,18500000.0
1408,2024,Detached Duplex,4,4.0,Apo,350000000.0
1409,2024,Detached Duplex,4,4.0,Gaduwa,90000000.0
1410,2024,Flat / Apartment,3,4.0,Katampe,120000000.0
1411,2024,House,4,4.0,Kukwaba,500000000.0
1412,2024,Terraced Duplex,6,6.0,Asokoro District,10000000000.0
1413,2024,Detached Duplex,5,5.0,Maitama District,2200000000.0
1414,2024,Detached Duplex,7,8.0,Wuse 2,8000000000.0
1415,2024,Detached Duplex,7,8.0,Guzape District,1500000000.0
1416,2024,House,5,5.0,Wuye,250000000.0
1417,2024,Detached Duplex,4,4.0,Lokogoma District,240000000.0
1418,2024,Detached Duplex,4,4.0,Guzape District,350000000.0
1419,2024,Detached Duplex,5,5.0,Gwarinpa,150000000.0
1420,2024,Terraced Duplex,3,4.0,Kaura,85000000.0
1421,2024,Terraced Duplex,5,6.0,Kaura,150000000.0
1422,2024,Detached Duplex,8,9.0,Gwarinpa,700000000.0
1423,2024,Detached Duplex,5,5.0,Galadimawa,360000000.0
1424,2024,Detached Duplex,7,7.0,Gwarinpa,480000000.0
1425,2024,Detached Duplex,6,7.0,Guzape District,1000000000.0
1427,2024,Detached Duplex,5,6.0,Gwarinpa,300000000.0
1428,2024,Detached Duplex,5,5.0,Gwarinpa,400000000.0
1429,2024,Detached Duplex,7,7.0,Maitama District,4600000000.0
1430,2024,Detached Duplex,5,5.0,Katampe,1300000000.0
1431,2024,Terraced Duplex,3,3.0,Kyami,42000000.0
1433,2024,Terraced Duplex,3,3.0,Kyami,35837431.0
1434,2024,Flat / Apartment,2,2.0,Wuse,85000000.0
1435,2024,Terraced Duplex,4,4.0,Jahi,350000000.0
1437,2024,Terraced Duplex,4,4.0,Mabushi,250000000.0
1438,2024,Flat / Apartment,3,3.0,Mabushi,180000000.0
1439,2024,Terraced Duplex,4,4.0,Jahi,250000000.0
1440,2024,Detached Duplex,4,4.0,Jahi,450000000.0
1442,2024,Detached Duplex,6,7.0,Dakwo,200000000.0
1443,2024,Terraced Duplex,4,5.0,Galadimawa,18200000.0
1444,2024,Flat / Apartment,3,3.0,Wuye,100000000.0
1445,2024,Detached Duplex,6,7.0,Guzape District,850000000.0
1446,2024,Flat / Apartment,2,2.0,Mabushi,100000000.0
1447,2024,Terraced Duplex,4,5.0,Katampe,160000000.0
1448,2024,Flat / Apartment,3,3.0,Mabushi,150000000.0
1449,2024,Detached Duplex,5,6.0,Galadimawa,300000000.0
1450,2024,Flat / Apartment,3,3.0,Jahi,150000000.0
1451,2024,Detached Duplex,5,5.0,Gwarinpa,350000000.0
1452,2024,Terraced Duplex,4,5.0,Maitama District,600000000.0
1453,2024,Detached Duplex,5,5.0,Wuye,550000000.0
1454,2024,Terraced Duplex,4,4.0,Jabi,300000000.0
1455,2023,Terraced Duplex,3,3.0,Apo,100000000.0
1456,2024,Terraced Duplex,2,2.0,Lokogoma District,70000000.0
1457,2024,Terraced Duplex,3,3.0,Kyami,42000000.0
1458,2024,Detached Duplex,4,4.0,Apo,250000000.0
1459,2023,Detached Duplex,5,5.0,Guzape District,600000000.0
1460,2024,Detached Duplex,6,7.0,Maitama District,2000000000.0
1461,2024,Flat / Apartment,3,4.0,Mabushi,85000000.0
1462,2024,Detached Duplex,6,6.0,Asokoro District,1000000000.0
1463,2024,Detached Duplex,5,5.0,Wuse 2,1500000000.0
1464,2024,Detached Duplex,4,4.0,Kaura,350000000.0
1465,2024,Detached Duplex,8,9.0,Asokoro District,2500000000.0
1466,2024,Terraced Duplex,4,5.0,Jahi,320000000.0
1467,2024,Detached Duplex,7,7.0,Guzape District,1700000000.0
1468,2024,Terraced Duplex,4,4.0,Katampe,275000000.0
1469,2024,Detached Bungalow,3,3.0,Lokogoma District,155000000.0
1470,2024,Detached Duplex,6,6.0,Maitama District,3000000000.0
1471,2024,Detached Duplex,5,5.0,Wuye,700000000.0
1472,2024,Detached Duplex,7,7.0,Maitama District,4500000000.0
