added_on_year,type,bedrooms,bathrooms,town,price
2024,Detached Duplex,7,7.0,Maitama District,2500000000.0
2024,Terraced Duplex,4,4.0,Katampe,280000000.0
2024,Terraced Duplex,4,4.0,Guzape District,400000000.0
2024,Terraced Duplex,4,5.0,Wuye,190000000.0
2024,Terraced Duplex,4,4.0,Galadimawa,190000000.0
2024,Terraced Duplex,4,4.0,Kado,150000000.0
2024,Terraced Duplex,3,4.0,Asokoro District,185000000.0
2024,Detached Duplex,6,6.0,Guzape District,2000000000.0
2024,Detached Duplex,5,5.0,Katampe,750000000.0
2024,Detached Duplex,6,7.0,Guzape District,899000000.0
2024,Detached Duplex,6,6.0,Asokoro District,520000000.0
2024,Detached Duplex,9,9.0,Asokoro District,1800000000.0
2024,Detached Duplex,6,7.0,Guzape District,600000000.0
2024,Terraced Duplex,4,5.0,Jahi,170000000.0
2024,Detached Duplex,5,6.0,Kubwa,350000000.0
2024,Terraced Duplex,5,5.0,Gaduwa,130000000.0
2024,Detached Duplex,4,4.0,Kubwa,170000000.0
2024,Flat / Apartment,3,3.0,Life Camp,98000000.0
2024,Detached Duplex,5,5.0,Katampe,650000000.0
2024,Terraced Duplex,3,4.0,Other,60000000.0
2024,Terraced Duplex,4,4.0,Jahi,300000000.0
2024,Flat / Apartment,3,3.0,Jahi,110000000.0
2024,Detached Duplex,5,5.0,Kado,800000000.0
2024,Terraced Duplex,4,4.0,Jabi,135000000.0
2024,Detached Duplex,5,6.0,Katampe,600000000.0
2024,Detached Duplex,5,7.0,Gwarinpa,280000000.0
2024,Flat / Apartment,3,4.0,Jahi,95000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Detached Duplex,4,4.0,Apo,300000000.0
2024,Detached Duplex,5,5.0,Apo,350000000.0
2024,Detached Duplex,4,4.0,Apo,330000000.0
2024,Detached Duplex,8,8.0,Maitama District,3500000000.0
2024,Detached Duplex,6,5.0,Guzape District,1300000000.0
2024,Detached Duplex,6,5.0,Gwarinpa,550000000.0
2024,Terraced Duplex,4,5.0,Apo,150000000.0
2024,Flat / Apartment,3,3.0,Wuse,70000000.0
2024,Flat / Apartment,9,3.0,Gudu,90000000.0
2024,Terraced Duplex,4,4.0,Guzape District,175000000.0
2024,Terraced Duplex,4,4.0,Katampe,280000000.0
2024,Terraced Duplex,4,4.0,Katampe,280000000.0
2024,Terraced Duplex,5,6.0,Utako,350000000.0
2024,Terraced Duplex,4,4.0,Idu Industrial,140000000.0
2024,Terraced Duplex,4,4.0,Kado,250000000.0
2024,Terraced Duplex,4,4.0,Kado,220000000.0
2024,Flat / Apartment,1,1.0,Kyami,13500000.0
2024,Detached Duplex,7,7.0,Katampe,1500000000.0
2024,Detached Duplex,4,4.0,Durumi,200000000.0
2024,Detached Duplex,5,5.0,Wuye,600000000.0
2024,Detached Duplex,5,5.0,Asokoro District,800000000.0
2023,Detached Duplex,9,9.0,Maitama District,4000000000.0
2024,Detached Duplex,5,5.0,Life Camp,300000000.0
2023,Detached Duplex,6,7.0,Gwarinpa,400000000.0
2024,Flat / Apartment,3,3.0,Katampe,65000000.0
2024,Terraced Duplex,4,5.0,Guzape District,250000000.0
2024,Terraced Duplex,4,5.0,Guzape District,270000000.0
2024,Detached Duplex,5,6.0,Kado,360000000.0
2024,Terraced Duplex,4,4.0,Guzape District,150000000.0
2024,Detached Duplex,6,6.0,Guzape District,550000000.0
2024,Detached Duplex,6,6.0,Guzape District,800000000.0
2024,Detached Duplex,4,5.0,Other,220000000.0
2024,Detached Bungalow,3,3.0,Dakwo,80000000.0
2024,Terraced Duplex,4,4.0,Katampe,170000000.0
2024,Terraced Duplex,4,4.0,Katampe,160000000.0
2024,Terraced Duplex,4,5.0,Guzape District,200000000.0
2024,Detached Bungalow,5,5.0,Lokogoma District,45000000.0
2024,Terraced Duplex,2,2.0,Kyami,23500000.0
2024,Detached Duplex,5,5.0,Asokoro District,1300000000.0
2024,Detached Duplex,4,4.0,Asokoro District,900000000.0
2024,Flat / Apartment,2,2.0,Jahi,400000000.0
2024,Terraced Duplex,4,5.0,Kado,200000000.0
2024,Flat / Apartment,3,4.0,Idu Industrial,65000000.0
2024,Flat / Apartment,3,3.0,Katampe,90000000.0
2024,Terraced Duplex,4,4.0,Life Camp,120000000.0
2024,Detached Duplex,4,4.0,Jahi,250000000.0
2024,Flat / Apartment,2,2.0,Jahi,400000000.0
2024,Detached Duplex,5,6.0,Asokoro District,500000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Terraced Duplex,4,4.0,Dakibiyu,100000000.0
2024,Terraced Duplex,4,4.0,Jahi,250000000.0
2024,Terraced Duplex,4,4.0,Jahi,400000000.0
2024,Detached Duplex,5,5.0,Life Camp,650000000.0
2024,Detached Bungalow,5,7.0,Lugbe District,45000000.0
2024,Detached Duplex,5,5.0,Jahi,260000000.0
2024,Detached Duplex,5,6.0,Apo,500000000.0
2024,Detached Duplex,4,4.0,Other,220000000.0
2024,Detached Duplex,5,5.0,Lugbe District,63246500.0
2024,Flat / Apartment,1,1.0,Kyami,14292096.0
2024,Detached Duplex,5,5.0,Life Camp,250000000.0
2024,Detached Duplex,5,5.0,Wuye,550000000.0
2024,Detached Duplex,7,7.0,Asokoro District,3000000000.0
2024,Terraced Duplex,4,4.0,Asokoro District,2500000000.0
2024,Detached Duplex,5,5.0,Life Camp,650000000.0
2024,Detached Duplex,7,7.0,Asokoro District,1500000000.0
2024,Detached Duplex,4,5.0,Gwarinpa,100000000.0
2024,Flat / Apartment,6,4.0,Guzape District,160000000.0
2024,Detached Duplex,4,5.0,Idu Industrial,42000000.0
2024,Detached Duplex,6,6.0,Other,200000000.0
2024,Flat / Apartment,3,3.0,Wuye,150000000.0
2024,Detached Duplex,5,5.0,Wuye,550000000.0
2024,Detached Duplex,5,5.0,Wuye,550000000.0
2024,Flat / Apartment,2,2.0,Idu Industrial,65000000.0
2024,Detached Duplex,6,6.0,Katampe,650000000.0
2024,Detached Duplex,4,4.0,Dakwo,180000000.0
2024,Detached Duplex,5,5.0,Gwarinpa,350000000.0
2024,Detached Duplex,4,4.0,Lokogoma District,230000000.0
2024,Detached Duplex,3,4.0,Gwarinpa,45000000.0
2024,Flat / Apartment,2,2.0,Idu Industrial,55100000.0
2024,Detached Duplex,4,5.0,Guzape District,650000000.0
2024,Terraced Duplex,4,4.0,Jahi,350000000.0
2024,Flat / Apartment,2,2.0,Kyami,20000000.0
2024,Detached Duplex,6,6.0,Jabi,1000000000.0
2024,Terraced Duplex,9,9.0,Maitama District,1300000000.0
2024,Flat / Apartment,2,2.0,Durumi,55000000.0
2024,Flat / Apartment,3,3.0,Gwarinpa,85000000.0
2024,Detached Duplex,5,5.0,Kado,350000000.0
2024,Terraced Duplex,5,5.0,Guzape District,270000000.0
2024,Detached Duplex,6,6.0,Guzape District,900000000.0
2024,Terraced Duplex,4,4.0,Mabushi,200000000.0
2023,Detached Duplex,5,5.0,Jahi,200000000.0
2024,Detached Duplex,5,6.0,Galadimawa,270000000.0
2024,Detached Duplex,4,4.0,Gwarinpa,300000000.0
2024,Terraced Duplex,4,4.0,Karsana,100000000.0
2023,Detached Duplex,5,5.0,Jabi,300000000.0
2024,Detached Duplex,6,6.0,Guzape District,1800000000.0
2024,Terraced Duplex,4,4.0,Katampe,100000000.0
2024,Terraced Duplex,4,4.0,Life Camp,140000000.0
2024,Flat / Apartment,3,3.0,Life Camp,65000000.0
2024,Detached Duplex,7,7.0,Asokoro District,1300000000.0
2024,Detached Duplex,6,6.0,Guzape District,500000000.0
2024,Terraced Duplex,4,5.0,Jahi,300000000.0
2024,Terraced Duplex,4,4.0,Life Camp,150000000.0
2024,Flat / Apartment,3,3.0,Other,37500000.0
2024,Flat / Apartment,2,2.0,Kubwa,220000000.0
2024,Terraced Duplex,3,3.0,Asokoro District,125000000.0
2024,Terraced Duplex,3,3.0,Asokoro District,200000000.0
2024,Detached Duplex,5,6.0,Asokoro District,1200000000.0
2024,Detached Duplex,5,6.0,Lugbe District,60000000.0
2024,Detached Duplex,5,6.0,Life Camp,250000000.0
2024,Detached Duplex,5,5.0,Life Camp,190000000.0
2024,Flat / Apartment,4,4.0,Kado,100000000.0
2024,Flat / Apartment,3,3.0,Durumi,60000000.0
2024,Detached Duplex,6,7.0,Asokoro District,450000000.0
2024,Flat / Apartment,3,3.0,Katampe,65000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Terraced Duplex,4,5.0,Life Camp,250000000.0
2024,Detached Bungalow,3,3.0,Galadimawa,180000000.0
2024,Terraced Duplex,2,3.0,Kyami,23500000.0
2024,Flat / Apartment,3,3.0,Life Camp,80000000.0
2023,Terraced Duplex,3,3.0,Kubwa,82000000.0
2024,Flat / Apartment,3,3.0,Jahi,120000000.0
2024,Terraced Duplex,4,4.0,Life Camp,2500000000.0
2024,Flat / Apartment,3,3.0,Jahi,95000000.0
2024,Terraced Duplex,4,5.0,Kado,200000000.0
2024,Terraced Duplex,5,5.0,Gudu,1300000000.0
2024,Detached Duplex,7,8.0,Gwarinpa,500000000.0
2024,Flat / Apartment,2,3.0,Life Camp,65000000.0
2024,Detached Duplex,7,8.0,Maitama District,3500000000.0
2024,Terraced Duplex,5,5.0,Mabushi,250000000.0
2024,Detached Duplex,5,5.0,Asokoro District,1300000000.0
2024,Terraced Duplex,4,4.0,Wuye,250000000.0
2024,Detached Duplex,9,9.0,Katampe,950000000.0
2023,Terraced Duplex,4,4.0,Jahi,180000000.0
2024,Terraced Duplex,4,5.0,Katampe,280000000.0
2024,Terraced Duplex,5,6.0,Katampe,350000000.0
2024,Detached Duplex,4,5.0,Apo,350000000.0
2024,Terraced Duplex,4,6.0,Guzape District,230000000.0
2024,Flat / Apartment,3,3.0,Life Camp,95000000.0
2023,Terraced Duplex,5,5.0,Life Camp,250000000.0
2024,Detached Duplex,4,4.0,Katampe,350000000.0
2024,Terraced Duplex,5,5.0,Asokoro District,1600000000.0
2024,Detached Duplex,6,8.0,Gwarinpa,450000000.0
2024,Flat / Apartment,3,3.0,Gwarinpa,85000000.0
2024,Terraced Duplex,4,4.0,Jahi,260000000.0
2024,Flat / Apartment,3,4.0,Jahi,100000000.0
2024,Terraced Duplex,5,6.0,Jahi,450000000.0
2024,Detached Duplex,5,6.0,Lugbe District,65000000.0
2024,Terraced Duplex,4,4.0,Kubwa,75000000.0
2023,Terraced Duplex,5,5.0,Life Camp,1400000000000.0
2024,Detached Duplex,4,4.0,Asokoro District,4000000000.0
2024,Terraced Duplex,4,4.0,Jabi,300000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,100000000.0
2024,Detached Duplex,5,5.0,Other,185000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Detached Duplex,7,7.0,Asokoro District,1800000000.0
2024,Terraced Duplex,3,5.0,Gwarinpa,100000000.0
2024,Detached Duplex,5,5.0,Guzape District,430000000.0
2024,Detached Duplex,5,6.0,Guzape District,550000000.0
2024,Detached Duplex,5,7.0,Guzape District,850000000.0
2024,Terraced Duplex,4,4.0,Guzape District,230000000.0
2024,Terraced Duplex,4,5.0,Wuye,280000000.0
2024,Terraced Duplex,4,5.0,Jahi,220000000.0
2024,Terraced Duplex,4,4.0,Katampe,280000000.0
2024,Terraced Duplex,4,4.0,Jahi,360000000.0
2024,Detached Duplex,5,5.0,Katampe,500000000.0
2024,Detached Duplex,4,4.0,Karsana,140000000.0
2024,Terraced Duplex,4,4.0,Wuye,200000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2023,Detached Duplex,4,5.0,Asokoro District,400000000.0
2024,Detached Duplex,6,8.0,Guzape District,800000000.0
2024,Detached Duplex,5,5.0,Asokoro District,1200000000.0
2023,Terraced Duplex,4,5.0,Maitama District,700000000.0
2023,Terraced Duplex,4,5.0,Maitama District,650000000.0
2023,Flat / Apartment,3,4.0,Jahi,80000000.0
2024,Terraced Duplex,4,5.0,Katampe,200000000.0
2024,Terraced Duplex,4,5.0,Katampe,250000000.0
2024,Terraced Duplex,4,5.0,Guzape District,230000000.0
2024,Terraced Duplex,4,4.0,Jabi,250000000.0
2024,Detached Duplex,6,6.0,Maitama District,1900000000.0
2024,Detached Duplex,5,6.0,Guzape District,600000000.0
2024,Detached Duplex,6,7.0,Mabushi,1500000000.0
2024,Detached Duplex,4,4.0,Maitama District,1250000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,170000000.0
2024,Flat / Apartment,3,3.0,Other,37700000.0
2024,Detached Duplex,5,6.0,Katampe,550000000.0
2024,Detached Duplex,4,5.0,Guzape District,530000000.0
2024,Detached Duplex,5,5.0,Life Camp,650000000.0
2024,Detached Duplex,7,7.0,Katampe,3000000000.0
2024,Detached Duplex,7,7.0,Gwarinpa,450000000.0
2024,Detached Duplex,5,5.0,Karsana,450000000.0
2024,Terraced Duplex,3,3.0,Karmo,130000000.0
2024,Detached Duplex,5,6.0,Guzape District,700000000.0
2024,Detached Duplex,6,6.0,Guzape District,700000000.0
2024,Terraced Duplex,5,6.0,Asokoro District,400000000.0
2024,Terraced Duplex,4,4.0,Apo,200000000.0
2024,Terraced Duplex,4,4.0,Jabi,150000000.0
2024,Terraced Duplex,4,4.0,Jabi,150000000.0
2024,Flat / Apartment,3,3.0,Dakibiyu,55000000.0
2024,Detached Duplex,5,5.0,Apo,500000000.0
2024,Detached Duplex,4,5.0,Apo,350000000.0
2024,Detached Duplex,5,5.0,Apo,500000000.0
2024,Terraced Duplex,4,4.0,Katampe,280000000.0
2024,Flat / Apartment,4,5.0,Wuye,130000000.0
2024,Detached Duplex,5,6.0,Other,370000000.0
2024,Terraced Duplex,4,4.0,Katampe,280000000.0
2024,Flat / Apartment,2,2.0,Mabushi,60000000.0
2024,Detached Bungalow,3,4.0,Karsana,95000000.0
2024,Terraced Duplex,4,5.0,Kado,145000000.0
2024,Detached Duplex,8,10.0,Maitama District,4000000000.0
2024,Detached Duplex,6,8.0,Apo,500000000.0
2024,Detached Duplex,4,4.0,Apo,350000000.0
2024,Terraced Duplex,3,5.0,Kubwa,100000000.0
2024,Terraced Duplex,4,4.0,Jahi,250000000.0
2023,Detached Bungalow,4,5.0,Gwarinpa,140000000.0
2024,Terraced Duplex,4,5.0,Kado,200000000.0
2024,Detached Duplex,6,6.0,Asokoro District,750000000.0
2024,Terraced Duplex,4,4.0,Jahi,230000000.0
2024,Detached Duplex,6,6.0,Kubwa,180000000.0
2024,Terraced Duplex,4,4.0,Idu Industrial,400000000.0
2024,Detached Duplex,7,7.0,Maitama District,3000000000.0
2024,Detached Duplex,7,7.0,Maitama District,2300000000.0
2024,Detached Duplex,5,6.0,Apo,500000000.0
2024,Terraced Duplex,4,4.0,Katampe,300000000.0
2024,Flat / Apartment,3,4.0,Kaura,110000000.0
2024,Flat / Apartment,3,3.0,Wuye,100000000.0
2024,Detached Duplex,4,4.0,Apo,350000000.0
2024,Terraced Duplex,4,5.0,Katampe,230000000.0
2024,Detached Duplex,5,6.0,Gwarinpa,390000000.0
2024,Flat / Apartment,3,3.0,Katampe,80000000.0
2024,Flat / Apartment,3,3.0,Maitama District,300000000.0
2024,Detached Duplex,5,6.0,Asokoro District,850000000.0
2024,Terraced Duplex,4,4.0,Jabi,450000000.0
2024,Flat / Apartment,4,4.0,Jabi,550000000.0
2024,Flat / Apartment,3,4.0,Gwarinpa,45000000.0
2024,Flat / Apartment,3,4.0,Gwarinpa,40000000.0
2024,Detached Duplex,6,6.0,Asokoro District,1600000000.0
2024,Detached Duplex,5,5.0,Apo,790000000.0
2024,Detached Bungalow,2,2.0,Lugbe District,25000000.0
2024,Terraced Duplex,4,4.0,Life Camp,300000000.0
2024,Terraced Duplex,5,5.0,Life Camp,140000000.0
2024,Flat / Apartment,3,3.0,Jahi,120000000.0
2024,Detached Duplex,6,6.0,Jabi,1000000000.0
2024,Detached Duplex,5,5.0,Jabi,600000000.0
2024,Terraced Duplex,4,4.0,Jahi,300000000.0
2024,Terraced Duplex,5,5.0,Jahi,150000000.0
2024,Detached Duplex,4,4.0,Gwarinpa,170000000.0
2024,Terraced Duplex,4,4.0,Kado,180000000.0
2024,Terraced Duplex,4,4.0,Jahi,250000000.0
2024,Terraced Duplex,3,3.0,Gwarinpa,200000000.0
2024,Detached Duplex,5,5.0,Asokoro District,1000000000.0
2024,Detached Duplex,4,4.0,Asokoro District,650000000.0
2024,Detached Duplex,5,5.0,Life Camp,650000000.0
2024,Detached Duplex,5,5.0,Kaura,250000000.0
2024,Detached Duplex,5,5.0,Kaura,320000000.0
2024,Flat / Apartment,3,4.0,Kaura,100000000.0
2024,Detached Duplex,5,5.0,Katampe,900000000.0
2024,Detached Duplex,4,4.0,Lugbe District,75000000.0
2024,Terraced Duplex,2,2.0,Lugbe District,35000000.0
2024,Terraced Duplex,3,3.0,Other,54000000.0
2024,Detached Duplex,5,7.0,Jabi,450000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,130000000.0
2024,Terraced Duplex,4,4.0,Katampe,260000000.0
2024,Flat / Apartment,3,5.0,Garki,100000000.0
2024,Detached Duplex,5,5.0,Galadimawa,200000000.0
2024,Detached Duplex,5,6.0,Kaura,330000000.0
2024,Terraced Duplex,4,5.0,Garki,250000000.0
2024,Detached Duplex,4,4.0,Galadimawa,130000000.0
2024,Terraced Duplex,4,5.0,Life Camp,100000000.0
2024,Terraced Duplex,5,6.0,Maitama District,530000000.0
2024,Detached Duplex,6,6.0,Gwarinpa,470000000.0
2024,Flat / Apartment,3,3.0,Katampe,95000000.0
2024,Detached Duplex,5,5.0,Karsana,280000000.0
2023,Detached Duplex,5,6.0,Guzape District,450000000.0
2024,Detached Duplex,5,6.0,Life Camp,650000000.0
2024,Detached Duplex,4,5.0,Life Camp,150000000.0
2024,Detached Duplex,4,5.0,Life Camp,170000000.0
2024,Terraced Duplex,4,5.0,Jahi,240000000.0
2024,Flat / Apartment,3,4.0,Maitama District,300000000.0
2024,Detached Duplex,5,5.0,Life Camp,360000000.0
2024,Detached Duplex,5,5.0,Life Camp,245000000.0
2024,Detached Duplex,5,5.0,Maitama District,850000000.0
2024,Detached Duplex,5,5.0,Asokoro District,1300000000.0
2024,Flat / Apartment,3,3.0,Jahi,90000000.0
2024,Detached Duplex,5,5.0,Guzape District,430000000.0
2024,Detached Duplex,7,8.0,Jahi,500000000.0
2024,Terraced Duplex,4,5.0,Durumi,150000000.0
2024,Terraced Duplex,4,4.0,Mbora (Nbora),150000000.0
2024,Detached Duplex,6,7.0,Guzape District,400000000.0
2024,Terraced Duplex,4,4.0,Asokoro District,210000000.0
2024,Flat / Apartment,3,3.0,Gaduwa,170000000.0
2024,Detached Duplex,5,5.0,Life Camp,360000000.0
2024,Detached Duplex,6,6.0,Jabi,450000000.0
2024,Detached Duplex,4,5.0,Asokoro District,800000000.0
2024,Terraced Duplex,4,4.0,Jahi,250000000.0
2024,Detached Duplex,5,5.0,Katampe,390000000.0
2024,Detached Duplex,6,6.0,Guzape District,450000000.0
2024,Flat / Apartment,4,4.0,Wuye,100000000.0
2024,Flat / Apartment,2,3.0,Galadimawa,50000000.0
2024,Detached Duplex,7,7.0,Jahi,500000000.0
2024,Detached Duplex,5,5.0,Life Camp,145000000.0
2024,Terraced Duplex,4,4.0,Life Camp,145000000.0
2024,Terraced Duplex,4,4.0,Katampe,260000000.0
2024,Terraced Duplex,4,5.0,Life Camp,800000000.0
2024,Flat / Apartment,3,4.0,Garki,800000000.0
2024,Terraced Duplex,4,4.0,Durumi,850000000.0
2024,Detached Bungalow,3,3.0,Other,35000000.0
2024,Terraced Duplex,4,4.0,Garki,180000000.0
2024,Flat / Apartment,3,3.0,Idu Industrial,75000000.0
2024,Detached Bungalow,3,4.0,Gwarinpa,120000000.0
2024,Terraced Duplex,4,5.0,Garki,250000000.0
2024,Detached Duplex,6,6.0,Idu Industrial,100000000.0
2024,Detached Duplex,6,7.0,Guzape District,420000000.0
2024,Detached Bungalow,4,4.0,Lugbe District,50000000.0
2024,Terraced Duplex,4,5.0,Idu Industrial,500000000.0
2024,Terraced Duplex,4,6.0,Jabi,250000000.0
2024,Flat / Apartment,2,2.0,Idu Industrial,60000000.0
2024,Detached Duplex,3,3.0,Jahi,110000000.0
2024,Detached Duplex,5,5.0,Jahi,210000000.0
2024,Detached Duplex,5,6.0,Guzape District,320000000.0
2024,Detached Bungalow,3,3.0,Other,20000000.0
2024,Flat / Apartment,3,3.0,Wuye,100000000.0
2024,Flat / Apartment,3,3.0,Jahi,130000000.0
2024,Detached Duplex,7,7.0,Maitama District,3500000000.0
2024,Detached Duplex,5,5.0,Asokoro District,850000000.0
2024,Terraced Duplex,4,4.0,Jahi,250000000.0
2024,Detached Duplex,5,6.0,Asokoro District,750000000.0
2024,Flat / Apartment,3,4.0,Mbora (Nbora),58000000.0
2024,Flat / Apartment,4,4.0,Maitama District,3500000000.0
2024,Detached Duplex,5,5.0,Other,100000000.0
2024,Detached Duplex,5,5.0,Kaura,300000000.0
2024,Terraced Duplex,3,4.0,Idu Industrial,70000000.0
2024,Terraced Duplex,4,4.0,Lugbe District,75000000.0
2024,Terraced Duplex,4,5.0,Jabi,160000000.0
2024,Detached Duplex,6,6.0,Guzape District,750000000.0
2024,Detached Duplex,6,6.0,Katampe,450000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,170000000.0
2024,Detached Duplex,4,4.0,Katampe,280000000.0
2023,Terraced Duplex,4,4.0,Jabi,125000000.0
2024,Terraced Duplex,4,5.0,Guzape District,230000000.0
2024,Terraced Duplex,4,5.0,Wuye,150000000.0
2024,Detached Duplex,5,5.0,Asokoro District,1400000000.0
2024,Flat / Apartment,3,3.0,Jahi,95000000.0
2024,Detached Duplex,5,6.0,Guzape District,550000000.0
2024,Terraced Duplex,4,4.0,Jahi,260000000.0
2024,Terraced Duplex,4,4.0,Jahi,230000000.0
2024,Terraced Duplex,4,4.0,Jahi,230000000.0
2024,Detached Bungalow,5,5.0,Lokogoma District,150000000.0
2024,Terraced Duplex,4,4.0,Life Camp,75000000.0
2024,Detached Duplex,5,5.0,Katampe,450000000.0
2023,Detached Duplex,7,7.0,Jahi,950000000.0
2024,Detached Duplex,5,6.0,Asokoro District,1250000000.0
2024,Detached Duplex,8,8.0,Gwarinpa,400000000.0
2024,Detached Duplex,5,5.0,Life Camp,300000000.0
2024,Terraced Duplex,4,5.0,Asokoro District,260000000.0
2023,Detached Duplex,9,9.0,Gwarinpa,650000000.0
2024,Detached Duplex,5,5.0,Kado,280000000.0
2024,Detached Duplex,5,6.0,Asokoro District,1250000000.0
2024,Terraced Duplex,4,4.0,Katampe,270000000.0
2024,Terraced Duplex,4,4.0,Jahi,120000000.0
2024,Flat / Apartment,3,3.0,Jahi,80000000.0
2024,Terraced Duplex,4,4.0,Katampe,90000000.0
2024,Detached Duplex,6,6.0,Kado,500000000.0
2024,Terraced Duplex,4,4.0,Gwarinpa,185000000.0
2024,Terraced Duplex,4,4.0,Lugbe District,75000000.0
2024,Detached Duplex,7,7.0,Maitama District,3500000000.0
2024,Terraced Duplex,3,3.0,Lugbe District,52000000.0
2024,Detached Duplex,5,5.0,Asokoro District,600000000.0
2024,Detached Duplex,8,8.0,Maitama District,3500000000.0
2024,Detached Duplex,7,7.0,Jahi,500000000.0
2024,Flat / Apartment,3,3.0,Gwarinpa,55000000.0
2024,Detached Duplex,4,5.0,Lugbe District,100000000.0
2024,Detached Duplex,4,5.0,Lugbe District,50000000.0
2024,Terraced Duplex,4,5.0,Lugbe District,65000000.0
2024,Terraced Duplex,4,4.0,Jahi,300000000.0
2024,Detached Duplex,3,3.0,Kubwa,35000000.0
2024,Flat / Apartment,3,3.0,Jabi,500000000.0
2024,Flat / Apartment,3,3.0,Utako,75000000.0
2024,Flat / Apartment,2,2.0,Utako,65000000.0
2024,Flat / Apartment,3,3.0,Mabushi,75000000.0
2023,Terraced Duplex,4,5.0,Jabi,500000000.0
2024,Terraced Duplex,4,6.0,Jabi,700000000.0
2023,Flat / Apartment,2,3.0,Wuye,85000000.0
2024,Detached Duplex,6,6.0,Jabi,400000000.0
2024,Detached Duplex,9,9.0,Maitama District,6000000000.0
2024,Detached Duplex,7,8.0,Gwarinpa,450000000.0
2024,Detached Duplex,4,4.0,Guzape District,350000000.0
2024,Detached Duplex,5,4.0,Guzape District,200000000.0
2024,Detached Duplex,8,8.0,Maitama District,4500000000.0
2024,Detached Duplex,5,6.0,Katampe,255000000.0
2024,Detached Bungalow,3,4.0,Karsana,85000000.0
2024,Terraced Duplex,4,4.0,Katampe,120000000.0
2024,Terraced Duplex,4,4.0,Jabi,250000000.0
2024,Detached Duplex,5,5.0,Katampe,1200000000.0
2024,Terraced Duplex,4,5.0,Jahi,150000000.0
2024,Terraced Duplex,4,5.0,Jahi,220000000.0
2024,Terraced Duplex,4,4.0,Apo,165000000.0
2024,Flat / Apartment,3,3.0,Jabi,350000000.0
2024,Detached Duplex,4,4.0,Asokoro District,350000000.0
2024,Detached Duplex,8,8.0,Maitama District,3500000000.0
2024,Detached Duplex,5,6.0,Gwarinpa,460000000.0
2024,Detached Duplex,6,7.0,Gwarinpa,500000000.0
2024,Detached Bungalow,3,3.0,Other,28000000.0
2024,Detached Bungalow,3,3.0,Other,26500000.0
2024,Terraced Duplex,3,3.0,Gwarinpa,70000000.0
2023,Flat / Apartment,3,3.0,Life Camp,42000000.0
2024,Detached Duplex,8,8.0,Guzape District,950000000.0
2024,Detached Duplex,6,6.0,Asokoro District,750000000.0
2024,Terraced Duplex,4,5.0,Katampe,66000000.0
2024,Terraced Duplex,4,5.0,Jahi,195000000.0
2024,Flat / Apartment,2,3.0,Life Camp,40000000.0
2024,Detached Duplex,5,5.0,Lokogoma District,125000000.0
2024,Detached Duplex,4,4.0,Lugbe District,75000000.0
2024,Detached Duplex,6,6.0,Katampe,600000000.0
2024,Detached Duplex,8,8.0,Guzape District,950000000.0
2024,Detached Bungalow,4,4.0,Lokogoma District,75000000.0
2024,Terraced Duplex,4,5.0,Jahi,160000000.0
2024,Terraced Duplex,4,4.0,Maitama District,700000000.0
2024,Detached Bungalow,3,5.0,Karsana,145000000.0
2024,Detached Bungalow,3,5.0,Karsana,145000000.0
2024,Detached Duplex,4,4.0,Other,30000000.0
2023,Terraced Duplex,4,4.0,Katampe,180000000.0
2024,Terraced Duplex,5,5.0,Apo,150000000.0
2024,Flat / Apartment,3,3.0,Mabushi,70000000.0
2024,Detached Duplex,4,4.0,Other,50000000.0
2024,Detached Bungalow,3,3.0,Other,35000000.0
2024,Detached Duplex,6,6.0,Kukwaba,270000000.0
2024,Flat / Apartment,3,4.0,Karsana,38000000.0
2024,Detached Duplex,5,5.0,Lokogoma District,400000000.0
2023,Detached Duplex,5,5.0,Karsana,150000000.0
2024,Terraced Duplex,4,4.0,Jahi,120000000.0
2024,Terraced Duplex,4,4.0,Life Camp,250000000.0
2024,Detached Duplex,6,6.0,Asokoro District,850000000.0
2024,Detached Duplex,5,7.0,Gwarinpa,320000000.0
2024,Detached Duplex,6,7.0,Gwarinpa,500000000.0
2024,Detached Duplex,5,5.0,Kyami,25000000000.0
2024,Detached Duplex,5,6.0,Life Camp,145000000.0
2024,Detached Duplex,6,7.0,Gwarinpa,500000000.0
2024,Detached Duplex,5,5.0,Guzape District,280000000.0
2024,Terraced Duplex,3,3.0,Gwarinpa,100000000.0
2023,Detached Duplex,6,8.0,Asokoro District,700000000.0
2024,Detached Duplex,5,5.0,Life Camp,700000000.0
2024,Detached Duplex,5,5.0,Other,450000000.0
2024,Terraced Duplex,5,6.0,Jahi,350000000.0
2024,Detached Duplex,4,4.0,Lokogoma District,170000000.0
2024,Detached Duplex,4,4.0,Karmo,180000000.0
2024,Detached Duplex,5,5.0,Maitama District,2000000000.0
