id,added_on_year,type,bedrooms,bathrooms,toilets,parking_spaces,town,state,price
3067,2024,Terraced Duplex,4,4,Unknown,Unknown,Gwarinpa,Abuja,"₦165,000,000"
3068,2024,Flat / Apartment,3,Unknown,4,Unknown,Jahi,Abuja,"₦120,000,000"
3069,2024,Terraced Duplex,3,3,4,2,Life Camp,Abuja,"₦5,500,000,000"
3070,2024,Terraced Duplex,4,4,4,4,Mabushi,Abuja,"₦170,000,000"
3071,2024,Detached Duplex,5,5,6,7,Maitama District,Abuja,"₦2,400,000,000"
3072,2024,House,4,Unknown,5,Unknown,Jahi,Abuja,"₦300,000,000"
3073,2024,Flat / Apartment,2,2,3,10,Galadimawa,Abuja,"₦35,000,000"
3074,2024,Terraced Duplex,4,4,5,3,Jahi,Abuja,"₦150,000,000"
3075,2024,Detached Duplex,2,2,3,2,Lokogoma District,Abuja,"₦75,000,000"
3076,2024,Flat / Apartment,3,4,4,12,Kaura,Abuja,"₦85,000,000"
3077,2024,House,5,5,6,Unknown,Karsana,Abuja,"₦450,000,000"
3078,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
3079,2024,Detached Duplex,5,5,6,Unknown,Karsana,Abuja,"₦450,000,000"
3080,2024,Detached Duplex,6,Unknown,Unknown,Unknown,Apo,Abuja,"₦350,000,000"
3081,2024,Flat / Apartment,3,2,3,Unknown,Wuye,Abuja,"₦105,000,000"
3082,2024,Detached Duplex,4,4,5,5,Kado,Abuja,"₦270,000,000"
3083,2024,Terraced Duplex,4,4,5,4,Guzape District,Abuja,"₦250,000,000"
3084,2024,Flat / Apartment,3,3,4,Unknown,Mabushi,Abuja,"₦150,000,000"
3085,2024,Terraced Duplex,6,6,7,3,Maitama District,Abuja,No price available
3086,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
3087,2024,Flat / Apartment,3,3,4,Unknown,Mabushi,Abuja,"₦180,000,000"
3088,2024,Terraced Duplex,4,4,5,Unknown,Wuye,Abuja,"₦280,000,000"
3089,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦250,000,000"
3090,2024,Detached Duplex,3,3,4,6,Lugbe District,Abuja,"₦200,000,000"
3091,2024,Detached Duplex,4,5,5,10,Galadimawa,Abuja,"₦350,000,000"
3092,2024,Flat / Apartment,2,2,3,4,Mabushi,Abuja,"₦90,000,000"
3093,2024,Terraced Duplex,4,4,5,5,Wuye,Abuja,"₦280,000,000"
3094,2024,Flat / Apartment,2,2,3,Unknown,Mabushi,Abuja,"₦72,000,000"
3095,2024,Flat / Apartment,3,3,4,Unknown,Mabushi,Abuja,"₦800,000,000"
3096,2024,Detached Duplex,6,7,7,8,Asokoro District,Abuja,"₦1,600,000,000"
3097,2024,Flat / Apartment,3,3,4,2,Maitama District,Abuja,"₦400,000,000"
3098,2024,Flat / Apartment,3,3,4,15,Wuye,Abuja,"₦100,000,000"
3099,2024,Detached Duplex,5,5,6,4,Jahi,Abuja,"₦650,000,000"
3100,2024,Detached Duplex,7,7,8,6,Maitama District,Abuja,"₦4,500,000,000"
3101,2024,House,5,5,6,2,Idu Industrial,Abuja,"₦345,000,000"
3102,2024,Detached Duplex,4,5,5,Unknown,Katampe,Abuja,"₦650,000,000"
3103,2024,Flat / Apartment,2,2,3,Unknown,Jahi,Abuja,"₦100,000,000"
3104,2024,Terraced Duplex,4,4,5,2,Jahi,Abuja,"₦300,000,000"
3105,2024,Detached Duplex,5,5,6,Unknown,Wuye,Abuja,"₦700,000,000"
3106,2024,Flat / Apartment,3,3,4,Unknown,Life Camp,Abuja,"₦80,000,000"
3107,2024,Detached Duplex,5,5,6,Unknown,Wuye,Abuja,"₦650,000,000"
3108,2024,Detached Duplex,18,20,20,Unknown,Guzape District,Abuja,"₦4,400,000,000"
3109,2024,Detached Duplex,7,9,9,Unknown,Maitama District,Abuja,"₦5,000,000,000"
3110,2024,Detached Duplex,4,4,5,3,Apo,Abuja,"₦150,000,000"
3111,2024,Detached Duplex,5,5,6,Unknown,Lugbe District,Abuja,"₦90,000,000"
3112,2024,Detached Duplex,6,6,6,6,Guzape District,Abuja,"₦1,000,000,000"
3113,2024,Flat / Apartment,5,Unknown,Unknown,Unknown,Life Camp,Abuja,"₦250,000,000"
3114,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦300,000,000"
3115,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
3116,2024,Detached Duplex,5,5,6,5,Katampe,Abuja,"₦410,000,000"
3117,2024,Terraced Duplex,5,5,6,5,Jahi,Abuja,"₦300,000,000"
3118,2024,Flat / Apartment,3,3,4,3,Life Camp,Abuja,"₦250,000,000"
3119,2024,Flat / Apartment,3,4,4,Unknown,Life Camp,Abuja,"₦250,000,000"
3120,2024,Terraced Duplex,5,6,6,Unknown,Jahi,Abuja,"₦300,000,000"
3121,2024,Detached Duplex,4,5,5,Unknown,Karsana,Abuja,"₦125,000,000"
3122,2024,Flat / Apartment,3,3,4,Unknown,Jahi,Abuja,"₦120,000,000"
3123,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦310,000,000"
3124,2024,Terraced Duplex,3,3,4,2,Katampe,Abuja,"₦120,000,000"
3125,2024,Detached Duplex,6,6,7,5,Mabushi,Abuja,"₦450,000,000"
3126,2024,Terraced Duplex,1,1,2,2,Katampe,Abuja,"₦73,300,000"
3127,2024,Terraced Duplex,4,4,5,Unknown,Apo,Abuja,"₦170,000,000"
3128,2024,Terraced Duplex,3,3,4,Unknown,Apo,Abuja,"₦105,000,000"
3129,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
3130,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
3131,2024,Detached Duplex,4,4,5,6,Apo,Abuja,"₦340,000,000"
3132,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦350,000,000"
3133,2024,Terraced Duplex,4,4,5,2,Jahi,Abuja,"₦350,000,000"
3134,2024,Flat / Apartment,3,3,4,4,Jahi,Abuja,"₦1,600,000,000"
3135,2024,Terraced Duplex,2,2,3,3,Asokoro District,Abuja,"₦135,000,000"
3136,2024,Flat / Apartment,3,3,4,3,Jahi,Abuja,"₦130,000,000"
3137,2024,Flat / Apartment,3,3,4,2,Jahi,Abuja,"₦1,000,000,000"
3138,2024,Flat / Apartment,2,2,3,3,Jahi,Abuja,"₦1,600,000,000"
3139,2024,Detached Duplex,6,6,7,5,Maitama District,Abuja,"₦2,000,000,000"
3140,2024,Detached Duplex,3,3,4,4,Jahi,Abuja,"₦500,000,000"
3141,2024,Terraced Duplex,5,5,6,2,Wuye,Abuja,"₦360,000,000"
3142,2024,Detached Duplex,5,5,6,5,Katampe,Abuja,"₦450,000,000"
3143,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
3144,2024,Terraced Duplex,4,4,5,4,Guzape District,Abuja,"₦250,000,000"
3145,2024,Detached Duplex,7,7,8,Unknown,Guzape District,Abuja,"₦1,500,000,000"
3146,2024,Detached Duplex,5,5,6,6,Guzape District,Abuja,"₦610,000,000"
3147,2024,Detached Duplex,7,8,8,5,Guzape District,Abuja,"₦1,500,000,000"
3148,2024,Detached Duplex,4,4,5,5,Kado,Abuja,"₦270,000,000"
3149,2024,Terraced Duplex,5,6,6,4,Mabushi,Abuja,"₦350,000,000"
3150,2024,Terraced Duplex,4,4,5,Unknown,Wuye,Abuja,"₦280,000,000"
3151,2024,Terraced Duplex,5,5,6,3,Life Camp,Abuja,"₦330,000,000"
3152,2024,Terraced Duplex,4,4,5,Unknown,Asokoro District,Abuja,"₦250,000,000"
3153,2024,Terraced Duplex,4,4,5,2,Life Camp,Abuja,"₦185,000,000"
3154,2024,Terraced Duplex,4,Unknown,4,Unknown,Guzape District,Abuja,"₦250,000,000"
3155,2024,Detached Duplex,5,6,6,Unknown,Galadimawa,Abuja,"₦300,000,000"
3156,2024,Terraced Duplex,4,4,5,Unknown,Asokoro District,Abuja,"₦180,000,000"
3157,2024,Terraced Duplex,4,5,5,Unknown,Kaura,Abuja,"₦600,000,000"
3158,2024,Terraced Duplex,4,4,5,Unknown,Gwarinpa,Abuja,"₦280,000,000"
3159,2024,Detached Bungalow,3,3,4,Unknown,Kabusa,Abuja,"₦56,000,000"
3160,2024,Detached Duplex,7,7,8,7,Maitama District,Abuja,"₦4,500,000,000"
3161,2024,Detached Duplex,7,7,8,7,Guzape District,Abuja,"₦1,700,000,000"
3162,2024,Detached Duplex,7,7,8,7,Maitama District,Abuja,"₦3,000,000,000"
3163,2024,Flat / Apartment,2,2,3,Unknown,Mabushi,Abuja,"₦1,100,000,000"
3164,2024,Terraced Duplex,4,5,5,4,Wuse,Abuja,"₦350,000,000"
3165,2024,Terraced Duplex,5,5,6,2,Guzape District,Abuja,"₦475,000,000"
3166,2024,Flat / Apartment,3,3,4,Unknown,Katampe,Abuja,"₦120,000,000"
3167,2024,Terraced Duplex,5,5,6,3,Katampe,Abuja,"₦350,000,000"
3168,2024,Flat / Apartment,3,3,4,2,Katampe,Abuja,"₦120,000,000"
3169,2024,Terraced Bungalow,2,2,3,2,Karu,Abuja,"₦18,500,000"
3170,2024,Terraced Duplex,4,4,5,3,Durumi,Abuja,"₦150,000,000"
3171,2024,Terraced Duplex,4,4,5,2,Gaduwa,Abuja,"₦110,000,000"
3172,2024,House,5,Unknown,6,Unknown,Katampe,Abuja,"₦1,200,000,000"
3173,2024,Detached Duplex,5,5,5,5,Guzape District,Abuja,"₦350,000,000"
3174,2024,Detached Duplex,5,5,7,7,Katampe,Abuja,"₦1,700,000,000"
3175,2024,Terraced Duplex,4,4,5,Unknown,Gwarinpa,Abuja,"₦280,000,000"
3176,2024,Detached Bungalow,3,3,4,5,Galadimawa,Abuja,"₦160,000,000"
3177,2024,Detached Duplex,6,6,7,Unknown,Guzape District,Abuja,"₦900,000,000"
3178,2024,Detached Duplex,5,5,6,5,Gwarinpa,Abuja,"₦350,000,000"
3179,2024,Terraced Duplex,3,4,4,6,Dakwo,Abuja,"₦85,000,000"
3180,2024,Detached Duplex,6,7,7,6,Jahi,Abuja,"₦650,000,000"
3181,2024,Detached Duplex,6,6,7,10,Dakwo,Abuja,"₦200,000,000"
3182,2024,House,4,4,5,2,Jahi,Abuja,"₦300,000,000"
3183,2024,Flat / Apartment,3,Unknown,Unknown,Unknown,Katampe,Abuja,"₦120,000,000"
3184,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
3185,2024,Detached Duplex,7,Unknown,Unknown,Unknown,Guzape District,Abuja,"₦2,000,000,000"
3186,2024,Detached Duplex,4,4,5,7,Lokogoma District,Abuja,"₦130,000,000"
3187,2024,Detached Duplex,5,5,6,4,Katampe,Abuja,"₦650,000,000"
3188,2024,Flat / Apartment,3,3,4,Unknown,Mabushi,Abuja,"₦150,000,000"
3189,2024,Detached Duplex,6,6,7,6,Karsana,Abuja,"₦450,000,000"
3190,2024,Flat / Apartment,3,5,4,Unknown,Kado,Abuja,"₦140,000,000"
3191,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦280,000,000"
3192,2024,Terraced Duplex,3,3,3,3,Kyami,Abuja,"₦42,000,000"
3193,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦200,000,000"
3194,2024,Detached Duplex,6,6,7,Unknown,Guzape District,Abuja,"₦900,000,000"
3195,2024,Detached Duplex,5,6,6,Unknown,Katampe,Abuja,"₦350,000,000"
3196,2024,Detached Duplex,3,4,4,Unknown,Jahi,Abuja,"₦550,000,000"
3197,2024,Detached Duplex,6,7,7,Unknown,Asokoro District,Abuja,"₦2,000,000,000"
3198,2024,Terraced Duplex,4,4,5,2,Katampe,Abuja,"₦247,000,000"
3199,2024,House,4,3,4,2,Katampe,Abuja,"₦161,000,000"
3200,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦250,000,000"
3201,2024,Terraced Duplex,4,4,5,2,Galadimawa,Abuja,"₦135,000,000"
3202,2024,Flat / Apartment,3,4,4,Unknown,Jabi,Abuja,"₦68,000,000"
3203,2024,Flat / Apartment,3,Unknown,3,Unknown,Gaduwa,Abuja,"₦40,000,000"
3204,2024,Detached Duplex,5,5,6,5,Lugbe District,Abuja,"₦190,000,000"
3205,2024,Detached Duplex,8,8,10,Unknown,Garki,Abuja,"₦2,500,000,000"
3206,2024,Detached Duplex,4,4,5,6,Lokogoma District,Abuja,"₦240,000,000"
3207,2024,House,4,4,5,5,Jahi,Abuja,"₦315,000,000"
3208,2024,Flat / Apartment,3,3,4,4,Maitama District,Abuja,"₦400,000,000"
3209,2024,Detached Duplex,6,6,7,10,Galadimawa,Abuja,"₦250,000,000"
3210,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
3211,2024,Detached Duplex,5,5,5,5,Asokoro District,Abuja,"₦1,800,000,000"
3212,2024,Detached Duplex,7,7,8,Unknown,Guzape District,Abuja,"₦500,000,000"
3213,2024,Detached Duplex,5,5,6,3,Galadimawa,Abuja,"₦250,000,000"
3214,2024,Terraced Duplex,4,4,5,3,Katampe,Abuja,"₦80,000,000"
3215,2024,Detached Duplex,3,3,4,2,Life Camp,Abuja,"₦300,000,000"
3216,2024,House,4,Unknown,5,Unknown,Apo,Abuja,"₦270,000,000"
3217,2024,Terraced Duplex,4,5,5,Unknown,Life Camp,Abuja,"₦250,000,000"
3218,2024,Detached Duplex,3,3,4,2,Gwarinpa,Abuja,"₦110,000,000"
3219,2024,Flat / Apartment,2,2,3,Unknown,Jahi,Abuja,"₦110,000,000"
3220,2024,Flat / Apartment,3,3,4,3,Jabi,Abuja,"₦100,000,000"
3221,2024,Flat / Apartment,3,3,4,Unknown,Mabushi,Abuja,"₦150,000,000"
3222,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦285,000,000"
3223,2024,Flat / Apartment,3,3,4,3,Kado,Abuja,"₦140,000,000"
3224,2024,Detached Duplex,5,5,6,Unknown,Mbora (Nbora),Abuja,"₦360,000,000"
3225,2024,Terraced Duplex,3,Unknown,4,Unknown,Apo,Abuja,"₦75,000,000"
3226,2024,House,5,Unknown,6,Unknown,Idu Industrial,Abuja,"₦90,000,000"
3227,2024,Flat / Apartment,3,3,4,Unknown,Mabushi,Abuja,"₦155,000,000"
3228,2024,Flat / Apartment,1,1,2,Unknown,Life Camp,Abuja,"₦70,000,000"
3229,2024,Flat / Apartment,3,Unknown,4,Unknown,Jabi,Abuja,"₦100,000,000"
3230,2024,Detached Duplex,5,5,6,2,Asokoro District,Abuja,"₦850,000,000"
3231,2024,Terraced Duplex,4,4,5,3,Wuse,Abuja,"₦350,000,000"
3232,2024,Detached Duplex,6,6,7,Unknown,Guzape District,Abuja,"₦1,800,000,000"
3233,2024,Terraced Duplex,3,Unknown,4,Unknown,Apo,Abuja,"₦50,000,000"
3234,2024,Terraced Duplex,4,4,5,Unknown,Durumi,Abuja,"₦200,000,000"
3235,2024,Terraced Duplex,4,4,5,Unknown,Durumi,Abuja,"₦170,000,000"
3236,2024,Terraced Duplex,5,5,6,4,Gwarinpa,Abuja,"₦200,000,000"
3237,2024,Detached Duplex,6,6,7,Unknown,Guzape District,Abuja,"₦1,000,000,000"
3238,2024,Detached Duplex,5,5,6,Unknown,Guzape District,Abuja,"₦900,000,000"
3239,2024,Terraced Duplex,4,Unknown,4,Unknown,Gaduwa,Abuja,"₦130,000,000"
3240,2024,Terraced Duplex,4,4,5,4,Kado,Abuja,"₦250,000,000"
3241,2024,Detached Bungalow,3,3,4,Unknown,Lokogoma District,Abuja,"₦120,000,000"
3242,2024,Detached Duplex,5,5,6,4,Guzape District,Abuja,"₦870,000,000"
3243,2024,Terraced Duplex,4,5,5,Unknown,Gaduwa,Abuja,"₦125,000,000"
3244,2024,Detached Duplex,6,6,7,2,Asokoro District,Abuja,"₦850,000,000"
3245,2024,Detached Duplex,8,Unknown,Unknown,Unknown,Kaura,Abuja,"₦550,000,000"
3246,2024,Terraced Duplex,4,4,5,4,Life Camp,Abuja,"₦250,000,000"
3247,2024,Detached Duplex,5,Unknown,Unknown,Unknown,Durumi,Abuja,"₦140,000,000"
3248,2024,Detached Duplex,4,4,5,Unknown,Galadimawa,Abuja,"₦350,000,000"
3249,2024,Terraced Duplex,4,4,5,3,Dakibiyu,Abuja,"₦400,000,000"
3250,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦300,000,000"
3251,2024,Flat / Apartment,3,3,4,2,Gaduwa,Abuja,"₦170,000,000"
3252,2024,Terraced Duplex,4,Unknown,Unknown,Unknown,Durumi,Abuja,"₦180,000,000"
3253,2024,Detached Duplex,5,5,6,4,Katampe,Abuja,"₦350,000,000"
3254,2024,Detached Duplex,20,20,4,10,Katampe,Abuja,"₦2,400,000,000"
3255,2024,House,4,4,5,3,Katampe,Abuja,"₦350,000,000"
3256,2024,Detached Duplex,6,6,7,4,Asokoro District,Abuja,"₦600,000,000"
3257,2024,Detached Duplex,5,5,6,5,Asokoro District,Abuja,"₦1,900,000,000"
3258,2024,Flat / Apartment,2,Unknown,Unknown,Unknown,Galadimawa,Abuja,"₦35,000,000"
3259,2024,Flat / Apartment,3,Unknown,Unknown,Unknown,Mabushi,Abuja,"₦150,000,000"
3260,2024,Terraced Duplex,4,4,5,1,Katampe,Abuja,"₦520,000,000"
3261,2024,Terraced Duplex,7,7,6,1,Katampe,Abuja,"₦270,000,000"
3262,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦280,000,000"
3263,2024,Detached Duplex,6,6,7,Unknown,Karsana,Abuja,"₦550,000,000"
3264,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦400,000,000"
3265,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦380,000,000"
3266,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦150,000,000"
3267,2024,Terraced Duplex,6,6,7,4,Life Camp,Abuja,"₦530,000,000"
3268,2024,Flat / Apartment,3,4,4,2,Jahi,Abuja,"₦130,000,000"
3269,2024,Terraced Duplex,4,3,5,Unknown,Life Camp,Abuja,"₦300,000,000"
3270,2024,Terraced Duplex,4,Unknown,Unknown,Unknown,Katampe,Abuja,"₦135,000,000"
3271,2024,Flat / Apartment,2,2,3,4,Wuse,Abuja,"₦85,000,000"
3272,2024,Detached Duplex,5,6,6,Unknown,Gwarinpa,Abuja,"₦250,000,000"
3273,2024,Terraced Duplex,4,4,5,4,Life Camp,Abuja,"₦280,000,000"
3274,2024,Detached Duplex,5,5,6,4,Guzape District,Abuja,"₦280,000,000"
3275,2024,Terraced Duplex,4,4,3,Unknown,Jahi,Abuja,"₦250,000,000"
3276,2024,Terraced Duplex,3,3,4,Unknown,Life Camp,Abuja,"₦40,000,000"
3277,2024,Terraced Duplex,4,4,5,Unknown,Kado,Abuja,"₦160,000,000"
3278,2024,Flat / Apartment,3,3,4,3,Jahi,Abuja,"₦100,000,000"
3279,2024,Detached Duplex,5,5,5,Unknown,Kado,Abuja,"₦180,000,000"
3280,2024,Flat / Apartment,3,3,4,3,Mabushi,Abuja,"₦150,000,000"
3281,2024,Terraced Duplex,4,4,5,4,Kado,Abuja,"₦250,000,000"
3282,2024,Terraced Duplex,4,4,5,5,Kado,Abuja,"₦250,000,000"
3283,2024,Detached Duplex,4,4,5,10,Gwarinpa,Abuja,"₦320,000,000"
3284,2024,Detached Duplex,5,6,6,6,Durumi,Abuja,"₦140,000,000"
3285,2024,Flat / Apartment,3,3,4,4,Mabushi,Abuja,"₦150,000,000"
3286,2024,Detached Duplex,5,5,6,6,Apo,Abuja,"₦470,000,000"
3287,2024,Detached Duplex,5,5,6,5,Apo,Abuja,"₦350,000,000"
3288,2024,Detached Duplex,5,5,6,4,Apo,Abuja,"₦280,000,000"
3289,2024,Detached Duplex,4,4,5,4,Apo,Abuja,"₦250,000,000"
3290,2024,Terraced Duplex,4,Unknown,5,Unknown,Kado,Abuja,"₦250,000,000"
3291,2024,Detached Duplex,7,7,8,10,Guzape District,Abuja,"₦1,800,000,000"
3292,2024,Detached Duplex,6,6,7,5,Guzape District,Abuja,"₦1,000,000,000"
3293,2024,Detached Duplex,5,6,6,6,Gwarinpa,Abuja,"₦550,000,000"
3294,2024,Flat / Apartment,2,3,3,Unknown,Jahi,Abuja,"₦100,000,000"
3295,2024,Detached Duplex,7,7,8,Unknown,Katampe,Abuja,"₦3,000,000,000"
3296,2024,Detached Duplex,5,5,6,Unknown,Apo,Abuja,"₦500,000,000"
3297,2024,Flat / Apartment,2,Unknown,3,Unknown,Jahi,Abuja,"₦110,000,000"
3298,2024,Detached Duplex,7,7,8,Unknown,Guzape District,Abuja,"₦1,500,000,000"
3299,2024,Terraced Duplex,4,4,5,Unknown,Guzape District,Abuja,"₦250,000,000"
3300,2024,Terraced Duplex,4,4,5,5,Jahi,Abuja,"₦360,000,000"
3301,2024,Detached Duplex,9,9,10,20,Guzape District,Abuja,"₦5,000,000,000"
3302,2024,Detached Bungalow,4,5,5,Unknown,Lokogoma District,Abuja,"₦110,000,000"
3303,2024,Detached Duplex,4,5,5,Unknown,Lugbe District,Abuja,"₦100,000,000"
3304,2024,Flat / Apartment,3,Unknown,4,Unknown,Katampe,Abuja,"₦120,000,000"
3305,2024,Detached Duplex,6,7,7,Unknown,Katampe,Abuja,"₦600,000,000"
3306,2024,Detached Duplex,5,5,6,6,Kado,Abuja,"₦380,000,000"
3307,2024,Flat / Apartment,2,Unknown,3,Unknown,Life Camp,Abuja,"₦80,000,000"
3308,2024,Detached Duplex,9,10,10,10,Guzape District,Abuja,"₦5,000,000,000"
3309,2024,Terraced Duplex,2,2,3,2,Galadimawa,Abuja,"₦65,000,000"
3310,2024,Terraced Duplex,7,7,8,4,Life Camp,Abuja,"₦300,000,000"
3311,2024,Terraced Duplex,4,4,5,4,Life Camp,Abuja,"₦250,000,000"
3312,2024,House,5,5,6,3,Asokoro District,Abuja,"₦450,000,000"
3313,2024,House,4,4,5,Unknown,Katampe,Abuja,"₦350,000,000"
3314,2024,Terraced Duplex,4,4,5,Unknown,Jahi,Abuja,"₦280,000,000"
3315,2024,Terraced Duplex,4,4,4,Unknown,Guzape District,Abuja,"₦190,000,000"
3316,2024,Terraced Duplex,5,5,6,5,Jahi,Abuja,"₦400,000,000"
3317,2024,Terraced Duplex,4,4,5,3,Apo,Abuja,"₦90,000,000"
3318,2024,Flat / Apartment,2,2,3,2,Kaura,Abuja,"₦65,000,000"
3319,2024,Terraced Duplex,4,4,5,3,Wuse,Abuja,"₦330,000,000"
3320,2024,Terraced Duplex,4,4,5,3,Jahi,Abuja,"₦280,000,000"
3321,2024,Detached Duplex,5,6,6,4,Maitama District,Abuja,"₦2,600,000,000"
3322,2024,Detached Duplex,8,9,10,15,Guzape District,Abuja,"₦1,250,000,000"
3323,2024,Terraced Duplex,3,3,4,2,Gaduwa,Abuja,"₦100,000,000"
3324,2024,Detached Duplex,5,5,6,Unknown,Maitama District,Abuja,"₦3,000,000,000"
3325,2024,Detached Duplex,5,5,6,Unknown,Life Camp,Abuja,"₦300,000,000"
3326,2024,Terraced Duplex,4,5,5,Unknown,Wuye,Abuja,"₦400,000,000"
3327,2024,Flat / Apartment,3,3,4,Unknown,Life Camp,Abuja,"₦90,000,000"
3328,2024,Terraced Duplex,4,4,6,3,Wuse,Abuja,"₦250,000,000"
3329,2024,Flat / Apartment,2,3,3,2,Jahi,Abuja,"₦150,000,000"
3330,2024,Flat / Apartment,3,4,4,2,Wuse 2,Abuja,"₦100,000,000"
3331,2024,Terraced Duplex,3,3,4,3,Asokoro District,Abuja,"₦150,000,000"
3332,2024,Terraced Duplex,4,Unknown,5,Unknown,Katampe,Abuja,"₦170,000,000"
3333,2024,House,6,6,7,4,Guzape District,Abuja,"₦350,000,000"
3334,2024,Terraced Duplex,4,4,5,2,Guzape District,Abuja,"₦180,000,000"
3335,2024,Terraced Duplex,5,5,6,6,Guzape District,Abuja,"₦480,000,000"
3336,2024,Terraced Duplex,4,5,6,3,Kado,Abuja,"₦160,000,000"
3337,2024,Flat / Apartment,2,2,3,2,Dakwo,Abuja,"₦35,000,000"
3338,2024,Flat / Apartment,3,3,4,2,Life Camp,Abuja,"₦55,000,000"
3339,2024,Terraced Duplex,4,4,5,5,Katampe,Abuja,"₦145,000,000"
3340,2024,Flat / Apartment,3,3,4,4,Jabi,Abuja,"₦90,000,000"
3341,2024,Terraced Duplex,3,3,4,5,Apo,Abuja,"₦110,000,000"
3342,2024,Detached Duplex,5,5,6,5,Guzape District,Abuja,"₦600,000,000"
3343,2024,Flat / Apartment,3,3,4,4,Jahi,Abuja,"₦90,000,000"
3344,2024,Detached Duplex,7,9,9,Unknown,Katampe,Abuja,"₦3,000,000,000"
3345,2024,Detached Duplex,7,8,8,7,Katampe,Abuja,"₦3,000,000,000"
3346,2024,Terraced Duplex,4,4,5,2,Asokoro District,Abuja,"₦250,000,000"
3347,2024,Detached Duplex,6,7,7,5,Gwarinpa,Abuja,"₦310,000,000"
3348,2024,Terraced Duplex,4,6,6,2,Gwarinpa,Abuja,"₦130,000,000"
3349,2024,Detached Duplex,11,12,13,10,Apo,Abuja,"₦395,000,000"
3350,2024,Detached Duplex,4,4,5,Unknown,Lokogoma District,Abuja,"₦270,000,000"
3351,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦150,000,000"
3352,2024,Terraced Duplex,4,5,6,4,Jahi,Abuja,"₦180,000,000"
3353,2024,Terraced Duplex,4,4,5,Unknown,Life Camp,Abuja,"₦150,000,000"
3354,2024,Detached Duplex,4,5,6,4,Gwarinpa,Abuja,"₦150,000,000"
3355,2024,Terraced Duplex,4,4,5,Unknown,Kaura,Abuja,"₦230,000,000"
3356,2024,Flat / Apartment,2,2,3,3,Mabushi,Abuja,"₦130,000,000"
3357,2024,Detached Duplex,6,6,7,3,Asokoro District,Abuja,No price available
3358,2024,House,63,83,85,7,Life Camp,Abuja,"₦12,000,000,000"
3359,2024,Detached Duplex,4,5,5,5,Guzape District,Abuja,"₦500,000,000"
3360,2024,Detached Duplex,7,Unknown,Unknown,Unknown,Maitama District,Abuja,"₦3,000,000,000"
3361,2024,Terraced Duplex,4,Unknown,4,Unknown,Wuye,Abuja,"₦180,000,000"
3362,2024,Detached Duplex,5,5,6,Unknown,Lokogoma District,Abuja,"₦260,000,000"
3363,2024,Flat / Apartment,6,Unknown,Unknown,Unknown,Apo,Abuja,"₦500,000,000"
3364,2024,Terraced Duplex,4,Unknown,Unknown,Unknown,Kado,Abuja,"₦170,000,000"
3365,2024,Flat / Apartment,2,2,3,4,Life Camp,Abuja,"₦80,000,000"
3366,2024,Flat / Apartment,3,3,4,5,Mabushi,Abuja,"₦150,000,000"
3367,2024,Flat / Apartment,3,3,4,4,Katampe,Abuja,"₦130,000,000"
3368,2024,Detached Duplex,5,6,6,Unknown,Katampe,Abuja,"₦400,000,000"
3369,2024,Detached Duplex,5,6,6,Unknown,Katampe,Abuja,"₦400,000,000"
3370,2024,Terraced Duplex,4,5,5,Unknown,Guzape District,Abuja,"₦400,000,000"
3371,2024,Terraced Duplex,4,5,5,Unknown,Guzape District,Abuja,"₦400,000,000"
3372,2024,Detached Duplex,7,8,8,Unknown,Guzape District,Abuja,"₦1,800,000,000"
3373,2024,Terraced Duplex,2,3,3,Unknown,Wumba,Abuja,"₦68,000,000"
3374,2024,Terraced Duplex,2,3,3,Unknown,Wumba,Abuja,"₦68,000,000"
3375,2024,Detached Duplex,4,5,5,Unknown,Galadimawa,Abuja,"₦155,000,000"
3376,2024,Detached Duplex,4,5,5,Unknown,Galadimawa,Abuja,"₦155,000,000"
